english_text,spanish_text
keep in touch with me,mantente en contacto conmigo
keep next sunday free,mantén el domingo libre
keep up the good work,¡prosigue con el buen trabajo
keep up the good work,sigue así
keep your hands clean,mantén tus manos limpias
knock before entering,llame usted antes de entrar
last night i threw up,vomité anoche
last night i threw up,buitreé anoche
lawyers are all liars,los abogados son todos unos mentirosos
learn these sentences,apréndete estas frases
leave it off the list,sácalo de la lista
leave it off the list,quítalo de la lista
leave my camera alone,deja mi cámara
leave my things alone,deja mis cosas
let in some fresh air,deja entrar algo de aire fresco
let me call my lawyer,déjame llamar a mi abogado
let me call my lawyer,déjenme llamar a mi abogado
let me carry your bag,déjame cargar tu maleta
let me do the talking,déjame hablar a mí
let me give you a hug,deje que le dé un abrazo
let me give you a hug,deja que te abrace
let me give you a hug,déjame darte un abrazo
let me think a minute,¡dejadme pensar un minuto
let me think about it,déjame pensar al respecto
let the bird fly away,deja ir al pájaro
let the children play,deja que los niños jueguen
let the market decide,dejemos que el mercado decida
let them do their job,dejemos que hagan su trabajo
lets ask the teacher,preguntémosle al profesor
lets build something,hagamos algo
lets build something,construyamos algo
lets call him snoopy,llamémosle snoopy
lets call the police,llamemos a la policía
lets call the police,vamos a llamar la policía
lets clean the house,vamos a limpiar la casa
lets dance shall we,bailemos ¿de acuerdo
lets do it right now,hagámoslo ahora mismo
lets eat out tonight,salgamos a comer esta noche
lets get off the bus,bajémonos del autobús
lets get out of here,vayámonos de aquí
lets get ready to go,preparémonos para irnos
lets give it a whirl,probemos suerte
lets go and find tom,vayamos a encontrar tom
lets go to the beach,vayamos a la playa
lets go to the beach,¡vámonos a la playa
lets help each other,ayudémonos los unos a otros
lets just go see him,tan sólo vayamos a verlo
lets leave her alone,dejémosla sola
lets listen to music,escuchemos música
lets meet again soon,veámonos de nuevo pronto
lets meet for a chat,juntémonos para charlar
lets meet for a chat,quedemos para charlar
lets not do the work,no hagamos el trabajo
lets not get excited,no nos emocionemos
lets not play tennis,no juguemos tenis
lets not talk to her,no le hablemos a ella
lets open the window,vamos a abrir la ventana
lets open the window,abramos la ventana
lets play dodge ball,juguemos a las quemadas
lets play some cards,vamos a jugar las cartas
lets play volleyball,juguemos al voleibol
lets review lesson 5,vamos a repasar la lección 5
lets settle accounts,vamos a ajustar las cuentas
lets settle accounts,vamos a arreglar cuentas
lets speak in french,hablemos en francés
lets start with beer,empecemos con cerveza
lets talk man to,hablemos de hombre a
lets travel together,viajemos juntos
lets try another one,probemos otro
lets try calling tom,intentemos llamar a tom
lets turn off the tv,apaguemos la televisión
like father son,de tal palo astilla
listen to your mother,¡escucha a tu madre
look at that building,mira aquel edificio
look at that mountain,mira esa montaña
look at that mountain,miren esa montaña
look at that mountain,mirá esa montaña
look at that mountain,mirad esa montaña
make up your own mind,decídete
make yourself at home,está usted en su casa
make yourself at home,no tengas vergüenza al entrar a mi casa
make yourself at home,sentite como en casa
make yourself at home,siéntete como en casa
make yourself at home,siéntase como en su casa
many of us were tired,muchos de nosotros estábamos cansados
many people are upset,mucha gente está disgustada
many people shop here,mucha gente compra aquí
many were turned away,muchos fueron rechazados
mary broke up with me,maría terminó conmigo
mary has her problems,maría tiene sus problemas
mary is toms exwife,mary es la exesposa de tom
mary is a materialist,mary es materialista
mary is a trophy wife,mary es una esposa trofeo
mary is baking a cake,mary está horneando una torta
mary is baking a cake,mary está preparando una tarta
mary is really pretty,mary es muy bonita
mary isnt toms wife,mary no es la mujer de tom
mary let tom kiss her,maría dejó que tom la besara
mary was cruel to tom,mary fue cruel con tom
may i borrow your car,¿me puedes prestar tu auto
may i do it right now,¿lo puedo hacer enseguida
may i escort you home,¿la acompaño a su casa
may i have this dance,¿me concedes este baile
may i leave a message,¿puedo dejar un mensaje
may i lie on the sofa,¿podría acostarme en el sofá
may i sit next to you,¿puedo sentarme a tu lado
may i sit next to you,¿me puedo sentar cerca de ustedes
may i sit next to you,¿me puedo sentar a tu lado
may i sit next to you,¿puedo sentarme cerca de vosotros
may i sit next to you,¿puedo sentarme cerca de vosotras
may i sit next to you,¿puedo sentarme a su lado
may i speak in french,¿puedo hablar en francés
may i talk to you now,¿puedo hablar ahora contigo
may i use this pencil,¿puedo usar este lápiz
may i use your toilet,¿podría usar tu baño
may i use your toilet,¿puedo pasar al baño
may i use your toilet,¿puedo usar su baño
maybe it can be fixed,tal vez se puede reparar
maybe some other time,tal vez en otro momento
maybe we can help you,tal vez podamos ayudarte
mike tyson is a boxer,mike tyson es un boxeador
mom is older than dad,mamá es mayor que papá
monday was a busy day,el lunes fue un día agitado
money opens all doors,el dinero abre todas las puertas
money rules the world,el dinero rige mundo
money rules the world,el dinero gobierna mundo
my french is pathetic,mi francés es patético
my french is terrible,mi francés es terrible
my back is killing me,la espalda me está matando
my baggage is missing,mi equipaje se perdió
my bicycle was stolen,se robaron mi bicicleta
my boss just fired me,mi jefe me acaba de despedir
my brother swims well,mi hermano nada bien
my car is being fixed,mi carro está siendo reparado
my cat will love this,a mi gato le encantará esto
my cell phone was off,mi celular estaba apagado
my cousin is a junkie,mi primo es un adicto
my father is a doctor,mi padre es doctor
my father is a doctor,mi padre es médico
my hair is still damp,mi pelo sigue mojado
my house is on a hill,mi casa queda en una colina
my house is on a hill,mi casa está en una colina
my house is very cold,mi casa es muy fría
my husband is at work,mi esposo está en el trabajo
my husband is in jail,mi marido está en la cárcel
my instinct was right,mi instinto era cierto
my left arm is asleep,se me ha dormido el brazo izquierdo
my left arm is asleep,mi brazo izquierdo está dormido
my life was in danger,mi vida estaba en peligro
my mother is a lawyer,mi madre es abogada
my mother is well off,mi madre es rica
my mother loves music,a mi madre le encanta la música
my mother makes cakes,mi madre hace tortas
my mother was furious,mi madre estaba furiosa
my parents dont know,mis padres no saben
my phone is vibrating,mi teléfono está vibrando
my room is very small,mi habitación es muy pequeña
my salary is very low,mi salario es muy bajo
my schedule is insane,mi agenda es de locos
my shoes are worn out,mis zapatos están desgastados
my shopping bag broke,mi bolsa de la compra se rompió
my shopping bag broke,se me rompió la bolsa de compra
my sister got engaged,mi hermana se comprometió
my sister has a piano,mi hermana tiene un piano
my sister often cries,mi hermana llora a menudo
my suitcase is broken,mi maleta está rota
my uncle runs a hotel,mi tío maneja un hotel
my wife is very upset,mi esposa está muy molesta
my work is passion,mi trabajo es pasión
my work keeps me busy,mi trabajo me mantiene ocupada
next time ill drive,la próxima manejo yo
nice talking with you,fue agradable hablar contigo
nice talking with you,fue agradable hablar con usted
no one agreed with me,nadie estuvo de acuerdo conmigo
no one agreed with me,nadie estaba de acuerdo conmigo
no one encouraged her,nadie la apoyó
no one encouraged her,nadie la animó
no one knows anything,nadie sabe nada
no one knows for sure,nadie lo sabe con seguridad
no one listened to me,nadie me escuchó
no one seemed to hear,nadie parecía oír
no one speaks with me,nadie habla conmigo
no one was in the car,no había nadie en el auto
no one wouldve cared,a nadie le hubiera importado
nobody appreciates me,nadie me aprecia
nobody can control us,nadie puede controlarnos
nobody cares about me,nadie se preocupa por mí
nobody does it better,nadie lo hace mejor
nobody else showed up,no apareció nadie más
nobody knows his name,nadie se sabe su nombre
nobody listened to me,nadie me escuchó
nobody understands it,nadie lo entiende
nobody understands me,nadie me entiende
none of us is perfect,nadie es perfecto
none of us is perfect,ninguno de nosotros es perfecto
none of your business,no es asunto tuyo
none of your business,esto no es asunto tuyo
none of your business,no es de tu incumbencia
not a sound was heard,no se escuchaba un ruido
not all birds can fly,no todos los pájaros pueden volar
nothing can stop them,nada puede pararlos
nothing is impossible,nada es imposible
nothing lasts forever,nada dura para siempre
nothing lasts forever,nada es para siempre
now come on and fight,ahora ven a pelear
obviously he is wrong,obviamente él está equivocado
only one man survived,solamente un hombre sobrevivió
open the door please,abre la puerta por favor
open the door please,por favor abra la puerta
our team won the game,nuestro equipo ganó el juego
our team won the game,nuestro equipo ganó el partido
our water pipes burst,nuestras tuberías se reventaron
pardon me while i gag,perdóname por bromear
pass the salt please,pasa la sal por favor
pay for your own food,paga tu propia comida
people laughed at tom,la gente se burló de tom
people laughed at him,la gente se rió de él
perhaps tom was right,tal vez tom tenía razón
perhaps its too late,tal vez sea demasiado tarde
perhaps its too late,puede que sea demasiado tarde
perhaps its too late,quizás sea demasiado tarde
playing tennis is fun,jugar tenis es divertido
please adopt this cat,por favor adopta este gato
please adopt this cat,por favor adopte este gato
please adopt this cat,por favor adoptá este gato
please adopt this cat,por favor adoptad este gato
please adopt this cat,por favor adopten este gato
please adopt this cat,por favor adopta este micho
please adopt this cat,por favor adopta este michín
please adopt this cat,por favor adopta este misho
please allow me to go,por favor déjame ir
please come back home,por favor vuelve a casa
please come on monday,por favor ven el lunes
please deal the cards,reparte las cartas por favor
please do it this way,por favor hacelo de esta manera
please do not kill me,por favor no me mates
please do not kill me,no me mates por favor
please do this for me,por favor haz esto mí
please do this for me,por favor hazlo mí
please dont say that,por favor no digas eso
please go to the bank,por favor ve al banco
please heat the water,caliente el agua por favor
please iron the shirt,plancha la camisa por favor
please iron the shirt,por favor planchá la camisa
please keep it secret,mantenlo en secreto por favor
please let me go home,déjeme ir a casa por favor
please lower the flag,por favor baja la bandera
please read that book,por favor lee ese libro
please read the meter,por favor lee el medidor
please read the meter,por favor lee el contador
please read this book,por favor lee este libro
please repair the car,por favor repare el auto
please show me around,por favor enséñame el alrededor
please take my advice,por favor siga mi consejo
please take your time,por favor toma tu tiempo
please think about it,piénsalo por favor
please throw the ball,por favor lanza la bola
please turn on the tv,enciende la televisión por favor
please turn on the tv,por favor enciende la televisión
please turn on the tv,por favor prenda la televisión
please turn on the tv,por favor prendan la televisión
please wake me at six,por favor despiértame a las seis
pork has a lot of fat,la carne de cerdo tiene mucha grasa
pork has a lot of fat,la carne de cerdo contiene mucha grasa
present your argument,presenta tus argumentos
privacy doesnt exist,la intimidad no existe
put aside those fears,deseche usted esos temores
put down your weapons,¡bajen las armas
put down your weapons,¡bajen las armas
put it onto the table,ponlo sobre la mesa
put it onto the table,ponedlo sobre la mesa
put it where you like,ponlo donde quieras
put it where you like,ponedlo donde queráis
put it where you like,póngalo donde quiera
put it where you like,pónganlo donde quieran
put that on the floor,poné eso en el piso
rabbits breed quickly,los conejos se reproducen rapidamente
rats carry the plague,las ratas son el origen de la plaga
rats carry the plague,las ratas son portadoras de la enfermedad
rats carry the plague,las ratas transmiten la epidemia
read it again please,por favor vuélvelo a leer
remain seated please,quédense sentados por favor
remain seated please,quédese sentado por favor
remain seated please,quedate sentado por favor
remain seated please,quedaos sentados por favor
remain seated please,quédate sentado por favor
remain seated please,quedaos sentadas por favor
remain seated please,quédate sentada por favor
remember me next time,recuérdate de mí la próxima vez
remember me next time,acuérdate de mí la próxima vez
remember where we are,recuerda dónde estamos
rephrase the question,reformule la pregunta
safety is an illusion,la seguridad es una ilusión
save your breath tom,no vale la pena hablar tom
save your breath tom,ahórrate tu aliento tom
say it in plain terms,dígalo en lenguaje llano
school begins at nine,la escuela empieza a las nueve
school starts at 840,el colegio empieza a las 840
school starts at nine,la escuela empieza a las nueve
send us your reaction,mándanos tu impresión
set this aside for me,apártame esto
share your experience,comparte tu experiencia
she achieved her goal,ella alcanzó su objetivo
she acted in the play,ella actuó en la obra
she agreed to my idea,ella estuvo de acuerdo con mi idea
she altered her plans,ella cambió sus planes
she always looks pale,ella siempre luce pálida
she always works hard,ella siempre trabaja mucho
she and i are cousins,ella y yo somos primos
she and i get on well,ella y yo nos llevamos bien
she asked for my help,ella me pidió ayuda
she asked me for help,ella me pidió ayuda
she attempted suicide,ella intentó suicidarse
she beat him to death,ella lo apaleó hasta la muerte
she became an actress,ella se hizo actriz
she borrowed his idea,ella le tomó prestada su idea
she called him a fool,ella lo llamó tarado
she called him a liar,ella le llamó mentiroso
she can play the drum,ella puede tocar batería
she can sew very well,ella sabe coser muy bien
she can sew very well,ella puede coser muy bien
she can speak russian,ella sabe hablar ruso
she can speak russian,ella puede hablar ruso
she can speak spanish,sabe hablar español
she cant drive a car,no sabe conducir un coche
she cant drive a car,no sabe manejar
she committed a crime,ha cometido un crimen
she decided not to go,ella decidió no ir
she decided to resign,ella decidió dimitir
she did it on purpose,ella lo hizo a propósito
she did it on purpose,ella lo ha hecho adrede
she does not like him,a ella no le gusta
she felt like dancing,ella tenía ganas de bailar
she followed him home,ella le siguió a casa
she gave me a present,ella me dio un regalo
she gave us a present,ella nos dio un regalo
she gave us a present,ella nos dio un obsequio
she got him a new hat,ella le consiguió un nuevo sombrero
she handed him a book,ella le entregó un libro
she has a cute giggle,ella tiene una tierna risita
she has a few friends,ella tiene unos cuantos amigos
she has a nice figure,ella tiene una linda figura
she has a pretty doll,ella tiene una muñeca bonita
she has a pretty face,ella tiene una cara bonita
she has a slight lisp,ella tiene un ligero ceceo
she has a small house,ella tiene una casa pequeña
she has a small waist,tiene una cintura muy pequeña
she has gone shopping,ella se ha ido de compras
she has gone to italy,ella fue a italia
she has lost all hope,ella perdió toda la esperanza
she has lost all hope,ella ha perdido toda esperanza
she has lunch at home,ella almuerza en su casa
she hated her husband,ella odiaba a su marido
she hated him so much,ella lo odiaba muchísimo
she helped cook lunch,ella ayudó a cocinar el almuerzo
she helped cook lunch,ayudó a preparar la comida
she hit the ball hard,ella le pegó duro a la pelota
she is a good swimmer,ella es una buena nadadora
she is about to leave,ella está a punto de partir
she is about your age,ella tiene más o menos tu misma edad
she is afraid of cats,ella teme a los gatos
she is aged seventeen,ella tiene diecisiete años
she is always smiling,ella siempre está sonriendo
she is always smoking,ella siempre está fumando
she is as tall you,ella es tan alta como tú
she is engaged to him,ella está comprometida con él
she is five years old,ella tiene cinco años
she is good at skiing,ella es buena esquiando
she is likely to come,parece que ella viene
she is not the victim,ella no es la víctima
she is related to him,ella está emparentada con él
she is related to him,ella es pariente de él
she is sewing a dress,ella está cosiendo un vestido
she is very beautiful,es muy hermosa
she is visiting paris,ella está visitando parís
she isnt at home now,ella no está en casa ahora
she isnt kind to him,ella no es amable con él
she knows who you are,sabe quién eres
she left her children,ella abandonó a los hijos
she likes russian pop,a ella le gusta el pop ruso
she lives in yokohama,vive en yokohama
she looked all around,ella miró a su alrededor
she looks very lovely,ella parece muy encantadora
she loves tom not me,ella quiere a tom no mí
she lowered her voice,ella bajó su voz
she made a man of him,ella le hizo un hombre
she managed to escape,ella logró escapar
she needs to help him,ella necesita ayudarlo
she never wears green,ella nunca se viste de verde
she played basketball,ella jugó al baloncesto
she put it in the box,ella lo puso en la caja
she really likes cake,a ella le gusta mucho la tarta
she refused his offer,ella rechazó su oferta
she returned his kiss,ella le devolvió el beso
she returned to japan,ella volvió a japón
she screamed in agony,ella gritó en agonía
she seems to be happy,ella parece estar feliz
she seems to hate you,ella parece odiarte
she sings out of tune,desafina
she speaks portuguese,ella habla portugués
she stayed at a hotel,ella se quedó en el hotel
she stood on her head,ella hizo el pino
she talked childishly,ella habló de manera infantil
she taught us singing,ella nos enseñó a cantar
she teaches us french,nos enseña francés
she teaches us french,ella nos enseña francés
she told him to study,ella le dijo que estudiara
she told him to study,ella le dijo que estudiase
she took a painkiller,ella se tomó un analgésico
she took off her coat,ella se quitó el abrigo
she understands music,ella entiende la música
she understands music,ella entiende de música
she wanted me to come,quería que yo viniese
she wants to kiss him,ella quiere besarlo
she wants to kiss him,ella quiere besarle
she was baptized mary,fue bautizada con el nombre de mary
she was kissed by him,él la besó
she was looking at me,ella me estaba observando
she was unkind to him,ella fue mala con él
she watched him dance,ella lo vio bailar
she wore a pretty hat,ella llevaba un bonito sombrero
she wore a red blouse,ella llevaba una blusa roja
she works at the bank,ella trabaja en el banco
she works at the bank,trabaja en el banco
shes a jealous woman,es una mujer celosa
shes a single mother,ella es una madre soltera
shes a stubborn girl,es una cabezota
shes eating an apple,ella se está comiendo una manzana
shes in a depression,ella tiene depresión
shes in the bathroom,está en el cuarto de baño
shes my older sister,ella es mi hermana mayor
shes not at home now,ella no está en casa ahora
shes rather clueless,ella es bastante despistada
shes smaller than me,ella es más baja que yo
shes taller than him,ella es más alta que él
shes too old for you,ella es demasiado vieja para ti
shes younger than me,ella es más joven que yo
show me another watch,enséñame otro reloj
show me another watch,enséñeme otro reloj
show me something new,muéstrame algo nuevo
show me something new,enséñame algo nuevo
show me your homework,enséñame tus deberes
shut the door quickly,cierra la puerta rápidamente
shut the door quietly,cierra la puerta con cuidado
sign it at the bottom,escriba usted la firma al pie
sign it at the bottom,firme abajo
singing is my passion,cantar es mi pasión
sit down on the bench,siéntate en la banca
sit wherever you like,siéntate donde quieras
skincare is important,el cuidado de la piel es importante
so you give up right,¿entonces abandonas no
somebody poisoned tom,alguien envenenó a tom
somebody stole my car,alguien robó mi auto
someday ill beat you,algún día te ganaré
someone asked for you,alguien preguntó por ti
someone lost a wallet,alguien perdió una billetera
someone saved my life,alguien ha salvado mi vida
someone saved my life,alguien me salvó la vida
someones at the door,hay alguien en la puerta
someones watching me,alguien me está observando
someones watching me,alguien me está vigilando
something smells good,algo huele bien
somethings happening,algo está pasando
sorry i dont follow,perdón pero no entiendo
sorry ive got to go,lo siento pero me tengo que ir
speak a little louder,habla un poco más fuerte
speak a little louder,hablad un poco más alto
speak a little louder,habla un poco más alto
speak a little louder,hable un poco más alto
speak a little louder,hablen un poco más alto
spring will come soon,la primavera llegará pronto
stand up for yourself,levántate por ti mismo
stop blaming yourself,deja de culparte a ti mismo
summer has just begun,el verano acaba de comenzar
tadpoles become frogs,los renacuajos se convierten en ranas
take a walk every day,da un paseo cada día
take care of yourself,cuídate
take care of yourself,cuidaos
take good care of tom,cuida bien de tom
take off your clothes,quítate la ropa
take off your clothes,quitaos la ropa
take off your clothes,quítese la ropa
take off your clothes,quítense la ropa
teach me how to do it,enséñame cómo se hace
tell tom to get ready,dile a tom que se aliste
tell me it isnt true,dime que no es verdad
tell me it isnt true,decime que no es verdad
tell me its not true,dime que no es verdad
tell me its not true,decime que no es verdad
tell me what tom said,cuéntame lo que dijo tom
tell me what tom said,¡contame lo que dijo tomás
tell me what happened,dime qué ha pasado
tell me what happened,dime qué pasó
tell me what happened,cuéntame qué pasó
tell me what you have,dime lo que tienes
tell me what you need,dime qué necesitas
tell me what you need,dime lo que necesitas
tell me what you want,dime lo que quieres
tell me when to begin,dime cuándo empezar
tests start next week,los exámenes empiezan la semana que viene
thank you all so much,muchas gracias a todos
thank you for calling,gracias por llamar
thanks for helping me,gracias por ayudarme
thanks for joining us,gracias por unírtenos
thanks for the advice,gracias por el consejo
thanks for the effort,gracias por el esfuerzo
thanks for warning me,gracias por avisarme
thanks for your input,gracias por tu aporte
thanks for your reply,gracias por tu respuesta
that apple is bruised,esa manzana está con maca
that book is very old,ese libro es muy viejo
that can be dangerous,eso puede ser peligroso
that cost him his job,eso le costó su trabajo
that cost him his job,eso le costó el puesto
that didnt take long,no llevó mucho tiempo
that didnt take long,eso no tardó mucho tiempo
that dog doesnt bite,aquel perro no muerde
that dog is so stupid,ese perro es tan estúpido
that house looks nice,esa casa parece bonita
that is my own affair,eso es asunto mío
that isnt my problem,eso no es problema mío
that isnt my problem,no es mi problema
that joke isnt funny,esa broma no es graciosa
that looks like blood,eso parece sangre
that made me very sad,eso me puso muy triste
that man is a soldier,ese hombre es un soldado
that man is dangerous,ese hombre es peligroso
that man was a wretch,aquel hombre era un miserable
that noise woke me up,el ruido me despertó
that noise woke me up,ese ruido me despertó
that seems suspicious,eso parece sospechoso
that serves you right,te lo mereces
that serves you right,bien hecho
that should be enough,eso debería bastar
that smells delicious,eso huele muy bien
that sounds beautiful,eso suena hermoso
that was a close call,qué poco ha faltado
that was a close call,eso ha estado cerca
that was a close call,por los pelos
that was a close call,ha faltado un pelo
that was a great call,ésa fue una decisión estupenda
that was a nice touch,ése fue un detalle bonito
that was a tough call,ésa fue una decisión difícil
that was all tom said,eso fue todo lo que tom dijo
that was all tom said,eso fue todo lo que dijo tom
that was an awful day,aquél fue un día horrible
that was an easy call,ésa fue una decisión fácil
that was discouraging,eso fue desalentador
that was just a dream,eso fue solo un sueño
that was only a guess,eso fue sólo una suposición
that was our thinking,eso era lo que pensábamos
that was really sweet,dulces palabras
that was unforgivable,eso fue imperdonable
that wasnt our fault,eso no fue nuestra culpa
that water pipe leaks,esa cañería gotea
that would be awkward,eso sería raro
that would be awkward,eso sería extraño
that would be awkward,eso sería incómodo
thatll be a disaster,será un desastre
thats a lot of money,eso es mucho dinero
thats all i live for,a esto dedico mi vida
thats another matter,eso es otra cosa
thats another matter,eso es otro problema
thats awesome right,es fantástico ¿verdad
thats good isnt it,qué bueno ¿no es así
thats how we grew up,así crecimos nosotros
thats just an excuse,esa solo es una excusa
thats just an excuse,eso solo es una excusa
thats not a bad idea,no es una mala idea
thats not a question,no es una pregunta
thats not a solution,eso no es una solución
thats not a solution,no es una solución
thats not even funny,eso no es ni gracioso
thats not how i feel,no es así como me siento
thats not my concern,no es asunto mío
thats not my concern,ese no es mi problema
thats not my mistake,no es culpa mía
thats not my mistake,esto no es error mío
thats not my mistake,este fallo no es mío
thats not my mistake,no ha sido mi culpa
thats not my mistake,no ha sido por mi culpa
thats pretty much it,esto se ajusta bastante
thats rather amusing,eso es más bien entretenido
thats the last straw,eso es el colmo
thats true isnt it,eso es verdad ¿no cierto
thats true isnt it,eso es verdad ¿no así
thats true isnt it,eso es cierto ¿no verdad
thats true isnt it,eso es verdad ¿no
thats understandable,eso es comprensible
thats utter nonsense,eso es un completo sinsentido
thats very dangerous,eso es muy peligroso
thats what i look at,eso es lo que estoy mirando
thats what i thought,eso es lo que pensaba
thats what you think,eso es lo que crees tú
thats what you think,eso es lo que crees
thats where well go,ahí es donde iremos
thats why i like you,por eso me gustas
thats why i wrote it,por eso lo escribí
the fbi was called in,se llamó al fbi
the jacksons are here,los jackson están aquí
the milky way is huge,la vía láctea es inmensa
the airport is closed,el aeropuerto está cerrado
the attack was foiled,se impidió el ataque
the baby cried loudly,el bebé lloró estrepitosamente
the baby is screaming,el bebé está gritando
the baby smiled at me,el bebé me sonrió
the band played dixie,la banda tocó dixie
the bathroom is dirty,el cuarto de baño está sucio
the bear ate an apple,el oso comió una manzana
the bear ran after me,el oso me persiguió
the bill went through,el proyecto de ley salió adelante
the birds are singing,los pájaros cantan
the birds are singing,los pájaros están cantando
the birds were hungry,los pájaros tenían hambre
the birds were hungry,los pájaros estaban hambrientos
the box was too heavy,la caja era demasiado pesada
the boy is over there,el niño está allí
the boy threw a stone,el niño tiró una piedra
the brake didnt work,no funcionaban los frenos
the bride was radiant,la novia estaba radiante
the bus has just left,el bus acaba de partir
the cat ate mouse,el gato se comió al ratón
the child will be six,el niño cumplirá seis
the children are gone,los niños se han ido
the cleanup went well,la limpieza fue bien
the clock was ticking,el reloj estaba haciendo tictac
the comparison is apt,la comparación es apropiada
the crowd calmed down,la multitud se tranquilizó
the data is promising,el dato es alentador
the decision was easy,la decisión era fácil
the die has been cast,la suerte está echada
the dog is biting tom,el perro está mordiendo a tom
the drain was clogged,la alcantarilla estaba obstruida
the drain was clogged,la alcantarilla estaba atascada
the end came suddenly,el final se precipitó
the engine is purring,el motor está ronroneando
the evidence is clear,la evidencia es clara
the fastest team wins,el equipo más rápido gana
the faucet is leaking,la canilla está goteando
the feeling is mutual,el sentimiento es mutuo
the files are missing,los archivos están perdidos
the flood was massive,la inundación fue tremenda
the free ride is over,se acabó el viaje gratis
the girl said nothing,la niña no dijo nada
the girl smiled at me,la niña me sonrió
the goldfish is alive,el pez dorado está vivo
the hawk caught a rat,el halcón atrapó un ratón
the house caught fire,la casa se prendió fuego
the house was trashed,la casa quedó hecha una pena
the hunter shot a fox,el cazador le disparó a un zorro
the ice is very thick,el hielo es muy espeso
the kettle is boiling,la tetera está hirviendo
the kettle is boiling,la pava está hirviendo
the king was executed,el rey fue ejecutado
the lake is deep here,el lago es profundo por aquí
the lake is very deep,el lago es muy profundo
the lake is very deep,el lago está muy hondo
the law is very clear,la ley es muy clara
the laws have changed,las leyes han cambiado
the list is extensive,la lista es extensa
the list is limitless,la lista es ilimitada
the man lost all hope,el hombre perdió toda esperanza
the meetings are over,las reuniones han concluido
the money disappeared,el dinero desapareció
the money is terrible,el dinero es malísimo
the moon has come out,ha salido la luna
the morning was clear,la mañana estaba clara
the motive is unknown,no se conoce el motivo
the mountain is green,la montaña es verde
the music is too loud,la música está demasiado alta
the news made her sad,la noticia entristeció
the offer was refused,la oferta fue rechazada
the old man looks sad,el anciano parece triste
the other boys smiled,los otros chicos sonrieron
the pain was terrible,el dolor era terrible
the partys on monday,la fiesta es el lunes
the patient got worse,el enfermo se agravó
the pond has dried up,el estanque se secó
the pond has dried up,el estanque se ha secado
the pond is very deep,la laguna es muy profunda
the price tag is high,el precio en la etiqueta es alto
the prize went to him,le tocó el premio
the prize went to him,él se llevó el premio
the prize went to him,el premio fue para él
the problem isnt tom,el problema no es tom
the process was quick,el proceso fue rápido
the public knows that,el público lo sabe
the radio is too loud,la radio está muy alta
the rain is wonderful,la lluvia es maravillosa
the regime has fallen,el régimen ha caído
the results were good,los resultados fueron buenos
the risk is too great,el riesgo es demasiado grande
the room is very cold,la habitación está muy fría
the rumors were false,los rumores eran falsos
the show is on monday,el espectáculo es lunes
the situation is ugly,la situación es desagradable
the skys clear today,el cielo está limpio hoy
the soap hurt my eyes,el jabón me hizo daño en los ojos
the soldiers are dead,los soldados están muertos
the soup is too salty,la sopa está demasiado salada
the story sounds true,esa historia suena a cierta
the story sounds true,la historia suena verdadera
the story sounds true,la historia suena creíble
the story was amusing,la historia fue amena
the streets are clean,las calles están limpias
the sun has gone down,se ha puesto el sol
the sun is rising now,el sol está saliendo ya
the suspect confessed,el sospechoso confesó
the system is working,el sistema está funcionando
the taxi arrived late,el taxi atrasado llegó
the team was terrible,el equipo estuvo fatal
the thief ran quickly,el ladrón corrió rápidamente
the three men laughed,los tres hombres se rieron
the tide is coming in,la marea está subiendo
the town is beautiful,la ciudad es bella
the town was deserted,la ciudad estaba desierta
the train has arrived,el tren ha llegado
the train was crowded,el tren estaba lleno
the treaty was signed,el tratado fue firmado
the tumor was removed,le quitaron el tumor
the tumor was removed,le sacaron el tumor
the tumor was removed,le removieron el tumor
the tumor was removed,removieron el tumor
the tumor was removed,sacaron el tumor
the typhoon hit tokyo,el tifón arrasó tokio
the vote is unanimous,la votación es unánime
the war ended in 1945,la guerra terminó en 1945
the war ended in 1954,la guerra se terminó en 1954
the world has changed,el mundo ha cambiado
there are no examples,no hay ejemplos
there are no problems,no hay problemas
there are no problems,no hay ningún problema
there has to be a way,debe haber una manera
there is a better way,hay una manera mejor
there is a better way,hay un modo mejor
there is no other way,no hay otro camino
there is no salt left,no queda sal
there is nothing here,aquí no hay nada
there isnt much time,no hay mucho tiempo
there was an accident,hubo un accidente
there was no bathroom,no había cuarto de baño
there was no bathroom,no había baño
there was no violence,no hubo violencia
theres a big problem,hay un gran problema
theres a couple here,hay una pareja aquí
theres a grease spot,hay una mancha de grasa
theres a little wind,hay un poco de viento
theres a yellow rose,hay una rosa amarilla
theres another hitch,hay otro obstáculo
theres another hitch,hay otra pega
theres another hitch,hay otra dificultad
theres no difference,no hay diferencia
theres no going back,no hay vuelta atrás
theres no substitute,no hay sustituto
theres no way to win,no hay manera de ganar
theres no way to win,no hay forma de ganar
theres no wind today,hoy no hace nada de viento
theres no wind today,hoy no hace viento
theres nothing there,allí no hay nada
theres nothing there,no hay nada ahí
theres nothing to it,no tiene nada de ciencia
theres somebody here,hay alguien aquí
theres someone there,hay alguien allá
these are tough times,estamos viviendo tiempos difíciles
these grapes are ripe,estas uvas están maduras
these shoes are toms,estos zapatos son de tom
they all looked happy,todos ellos se veían felices
they all looked happy,todos lucían felices
they all speak french,todos ellos hablan francés
they are all the same,todos son iguales
they armed the people,armaron al pueblo
they arrived too soon,ellos llegaron demasiado pronto
