English,Portuguese
It has nothing to do with real life.,Não tem nada a ver com a vida real.
But I don't want to.,Mas eu não quero.
"Alive or dead, I'll always love you.","Vivo ou extinto, eu sempre te amarei."
I think I'll stop now.,Acho que vou parar agora.
Tom wants someone to love him.,Tom quer alguém para amá-lo.
Tom doesn't watch TV.,Tom não vê televisão.
Tom and Mary both like old movies.,Tanto Tom como Mary gostam de filmes antigos.
I think Tom and Mary are dating.,Acho que Tom e Mary estão namorando.
Tom likes brunettes.,Tom gosta de morenas.
Tom likes blondes.,Tom gosta de loiras.
Tom likes redheads.,Tom gosta de ruivas.
Give me the details.,Dê-me os detalhes.
I can't tell you anything yet.,Ainda não te posso dizer nada.
Tom is eating spaghetti.,O Tom está comendo macarrão.
"When I run, I feel the wind in my hair.","Quando estou correndo, sinto o vento em meus cabelos."
The cat is looking at the fish.,O gato está olhando para o peixe.
All the flowers in the garden dried up.,Todas as flores no jardim secaram.
She really hates this kind of thinking.,Ela realmente odeia este tipo de pensamento.
Is this seat available?,Este assento está disponível?
Forty-eight sailors are aboard.,Quarenta e oito marinheiros estão a bordo.
What are your wishes?,Quais são os seus desejos?
Is this a joke?,Isso é uma piada?
He deserved it.,Ele mereceu.
Don't play dead.,Não se faça de morto.
Why did you park here?,Por que você estacionou aqui?
"I will teach you to program, but not today.","Te ensinarei a programar, mas não hoje."
It is snowing today.,Está nevando hoje.
A cat has seven lives.,Um gato tem sete vidas.
Let her be beautiful and let me forget her.,Deixe ela ser bonita e deixe eu esquecer dela.
To be allowed to drive you need a licence.,Para conduzir é preciso uma licença.
Some of my money has been stolen.,Parte do dinheiro foi roubada.
In the morning it was very cold.,Pela manhã fazia muito frio.
Tom and Mary are getting hot and heavy.,Tom e Maria estão sentindo um desejo cada vez maior um pelo outro.
Tom is a priest.,Tom é um padre.
Tom is too young to drive a car.,Tom é muito novo para dirigir um carro.
Mary was impressed with what she saw.,A Mary estava impressionada com o que ela viu.
"Yesterday, we studied English.","Ontem, estudamos inglês."
I think that my costume for the upcoming Halloween party will be wrapping myself up in toilet paper like a mummy.,Acho que para esta próxima festa de Halloween vou me fantasiar de múmia envolvendo-me todo em papel higiênico.
Stop telling me what to do and mind your business.,Pare de me dizer o que fazer e cuide das suas coisas.
Ask Tom to call me as soon as he returns.,Peça ao Tom que me ligue assim que ele voltar.
Why do you always wear white shirts?,Por que você sempre usa camisas brancas?
Nothing like that will happen again.,Nada assim vai acontecer de novo.
Are you one of Tom's relatives?,Você é um dos parentes de Tom?
I didn't ask Tom to go there.,Eu não pedi ao Tom para ir lá.
Ask Tom to wait till I come.,Peça ao Tom que espere até eu chegar.
Ask Tom to bring his guitar.,Peça ao Tom para trazer o violão dele.
There's no need to worry.,Não há necessidade de preocupação.
Tom only drinks coffee.,Tom só toma café.
Get dressed quickly.,Vista-se rápido.
Don't make me angry.,Não me embraveça.
Thanks for calling.,Obrigado por ligar.
How's your brother?,Como está o teu irmão?
Don't rush me.,Não me empurre.
Did Tom come?,Tom veio?
Tom was sentenced to five months in prison.,O Tom foi condenado a cinco meses na prisão.
"If he is innocent, then his wife is guilty.","Se ele for inocente, então a esposa dele é culpada."
Tom ate alone.,O Tom comeu sozinho.
Tom is not old enough.,O Tom não é velho suficiente.
"You, John, know many countries.","Você, João, conhece muitos países."
Brazil is surrounded by ten countries and the Atlantic Ocean.,O Brasil está cercado por dez países e pelo Oceano Atlântico.
I had to leave the theater in the middle of the concert.,Eu tive que sair do teatro no meio do concerto.
Tom is jacking off.,Tom está batendo punheta.
Right is victorious if might supports it.,"À vitória vem o direito, se a força a ampara."
"As soon as I entered the class, the students started asking questions.","Assim que eu entrei na classe, os alunos começaram a fazer perguntas."
"Even though he lives in the United States, Tom can't speak English.","Embora ela viva nos Estados Unidos, o Tom não fala inglês."
Mary is frustrated with her life.,A Mary está frustrada com a vida.
This is one of the worst movies that I have ever seen.,Este é um dos piores filmes que eu já vi.
Tom was rescued after being trapped six days in the mountains.,Tom foi resgatado após ficar preso seis dias nas montanhas.
The couple had a son.,O casal teve um filho.
Didn't you write him a letter?,Você não me escreveu uma carta?
Don't worry about the results of the exam.,Não se preocupe com o resultado do exame.
I don't even know who she is.,Eu nem sei quem é ela.
"Since it was Sunday, the store was closed.","Como era domingo, a loja estava fechada."
Physics is more difficult than mathematics.,Física é mais difícil do que matemática.
The castle is on the other side of the river.,O castelo fica do outro lado do rio.
The moon is lighting the room.,A lua está iluminando a sala.
The days are longer in the summer.,Os dias são mais longos no verão.
She is really good with children.,Ela é boa mesmo com crianças.
Your birthday is coming.,O seu aniversário está chegando.
"The sky is blue, the sea is also blue. The sky and the sea are blue.",O céu é azul; o mar também é azul. O céu e o mar são azuis.
"What color is your dad's truck? - ""Blue. It is blue.""","De que cor é o caminhão do seu pai? ""Azul. Ele é azul."""
This is a sunflower.,Este é um girassol.
There's a white dove on the roof.,Tem uma pomba branca no telhado.
I don't think that she knows Hebrew.,Eu não acho que ele sabe hebraico.
This shirt is too small for me.,Esta camisa é muito pequena para mim.
He doesn't know what he's doing!,Ele não sabe o que está fazendo!
French is his mother language.,O francês é a língua materna dele.
"Since there was no taxi, I had to walk home.","Como não havia táxis, tive de ir para casa a pé."
"Whenever I see you, I always think of my younger brother.","Sempre que eu te vejo, penso no meu irmão caçula."
Mike has a couple of friends in Florida.,Mike tem alguns amigos na Flórida.
I'm in the eighth grade.,Estou na oitava série.
My father has gone to China. He isn't here now.,Meu pai foi para a China. Ele não está aqui agora.
Either stop talking or say something worth hearing.,Ou você fica quieto ou diga algo interessante.
"Without your assistance, I would have failed.","Sem o seu auxílio, eu teria falhado."
I became friends with him while I was in Taiwan.,Fiz amizade com ele enquanto estava em Taiuã.
It's getting cold.,Está ficando frio.
"It'll cost at least 2,000 yen to take a taxi.",Custará pelo menos 2000 ienes para chamar um táxi.
"Yesterday was Tuesday, January 26, 2010.","Ontem era terça, 26 de janeiro de 2010."
She has two cats. One is white and the other one is black.,Ela tem dois gatos. Um é branco e o outro é preto.
"To tell the truth, I've already seen that movie.","Para dizer a verdade, eu já vi esse filme."
I finally found out what was wrong with my TV.,Eu finalmente descobri o que havia de errado com a minha TV.
"For me, skiing is by far more interesting than skating.","Para mim, esquiar é muito mais interessante que andar de skate."
He watched the horse race using his binoculars.,Ele assistiu à corrida de cavalos usando o seu binóculo.
Mars is the god of war.,Marte é o deus da guerra.
They accepted my point of view.,Eles aceitaram o meu ponto de vista.
They adopted my point of view.,Eles adotaram o meu ponto de vista.
No other student in the class is as brilliant as he is.,Nenhum outro aluno da classe é tão brilhante como ele.
He always gets home at six o'clock in the evening.,Ele sempre chega em casa às seis horas da noite.
He always gets home at 6:00 p.m.,Ele sempre chega em casa às 6 da noite.
"Just as I was about to go out, it started raining.","Bem na hora que eu estava para sair, começou a chover."
Evenings in Hawaii are beautiful.,As noites no Havaí são lindas.
"If I were in your position, I probably wouldn't know what to do.","Se eu estivesse em sua posição, provavelmente não saberia o que fazer."
They don't speak Spanish.,Eles não falam espanhol.
Asia is the most populated continent in the world.,A Ásia é o continente mais populoso do mundo.
Imagine that you begin to hiccup and can't stop.,Imagine que você comece a soluçar e não possa parar.
"Doctor, everybody is ignoring me. ""Next, please.""","Doutor, todos estão me ignorando. ""Próximo, por favor."""
This photo is my favourite!,Esta foto é a minha favorita!
Spain is a developed country.,A Espanha é um país desenvolvido.
Get the thief!,Pega ladrão!
I spit on your mother's grave!,Eu cuspi no túmulo da sua mãe!
Are you a Buddhist?,Você é budista?
Are you a Taoist?,És taoísta?
It's very hard to get rid of the cockroaches in our house.,É muito difícil se livrar das baratas na nossa casa.
The teacher gave her a lot of information about the university.,O professor deu a ela muitas informações sobre a universidade.
My wife is cooking.,Minha esposa está cozinhando.
This is my song.,Esta é a minha música.
I missed the last bus and had to walk home in the rain.,Eu perdi o último ônibus e tive que caminhar para casa na chuva.
"Since I'm here, would you like to chat?","Já que eu estou aqui, você gostaria de conversar?"
We should have phoned ahead and reserved a table.,Deveríamos ter ligado antes e reservado uma mesa.
Did you have a nice weekend?,Teve um bom fim de semana?
I'm a little touched.,Estou um pouco comovido.
That will be funny.,Isso vai ser engraçado.
Hope dies last.,A esperança é a última a morrer.
I'm not going to the movies tomorrow.,Amanhã não vou ao cinema.
He respects me.,Ele me respeita.
A lonely man is lonely because he is afraid of others.,Um homem solitário está solitário porque ele tem medo dos outros.
You should look up this word.,Deves procurar por esta palavra.
He lost all his belongings.,Ele perdeu todos os seus pertences.
I hate working.,Eu odeio trabalhar.
Did that really happen to him?,Isso aconteceu mesmo com ele?
I see no reason.,Não vejo motivo nenhum.
"He was tired, so he went to bed earlier.","Ele estava cansado, então foi dormir cedo."
Do you understand this book?,Você entende este livro?
My watch is ten minutes slow.,O meu relógio está dez minutos atrasado.
What is the largest mountain in Japan?,Qual é a montanha mais alta do Japão?
I am thinking of my vacation.,Estou pensando nas minhas férias.
Your coat is very beautiful.,O seu paletó é muito bonito.
The lake has a very clear water.,O lago tem uma água muito clara.
I don't know where you are going.,Não sei aonde você está indo.
I don't know where you will go.,Não sei para onde você vai.
Death is like a race in which everyone tries to finish last.,A morte é como uma corrida na qual todos tentam chegar por último.
They're analyzing the samples.,Estão analisando as amostras.
The octopus exits only to look for food and for reproductive purposes.,O polvo só sai para procurar comida e para propósitos reprodutivos.
Who killed her?,Quem a matou?
The armchair I'm sitting in is very comfy.,A poltrona em que estou sentado é muito cômoda.
That's not what I was looking for.,Isso não é o que eu estava procurando.
It's not what I was looking for.,Não é o que eu procurava.
Our parents are so proud.,Nossos pais estão tão orgulhosos.
It seems to me the flag is correct.,Parece-me que a bandeira está certa.
It hasn't been a piece of cake either.,Também não foi tão mole.
Nothing's easy.,Nada é fácil.
He's in the fourth year.,Ele está no quarto ano.
Describe yourself shortly in Chinese.,Descreva-se brevemente em chinês.
The roads are dirty.,As estradas estão sujas.
He invented the wheel.,Ele inventou a roda.
It's gonna be a challenge.,Vai ser um desafio.
Which one do you like better?,De qual você gosta mais?
It must be true.,Deve ser verdade.
Why didn't you call me yesterday evening?,Por que você não me ligou ontem à noite?
To drink or not to drink - that is the question.,Beber ou não beber — eis a questão.
"Do you like to travel? ""Yes.""","Você gosta de viajar? ""Sim."""
I think that you are correct.,Acho que você está certo.
"I am in Lyon, but maybe I'll go to Paris for hunting a job.","Estou em Lion, mas talvez eu vá para a Paris para procurar emprego."
Tom doesn't know the difference between Iraq and Iran.,Tom não sabe a diferença entre Iraque e Irã.
Are you coming at six or at seven?,Você vem às seis ou às sete?
Only the cat is to blame.,Só o gato é culpado.
He works in order to forget.,Ele trabalha para esquecer.
Tomorrow it will rain.,Amanhã choverá.
I'm quite satisfied.,Estou bem satisfeito.
I am quite satisfied.,Estou bem satisfeita.
This is obscene.,Isto é obsceno.
A good idea came to him.,Surgiu-lhe uma boa ideia.
It's his Christmas present.,É o presente de Natal dele.
"Well, what do you think of me?","Bom, o que você acha de mim?"
He carefully closed the front door.,Ele fechou a porta da frente cuidadosamente.
You don't need to come so early.,Você não precisa vir tão cedo.
Attaboy!,Bravo!
No one can understand your letter.,Ninguém pode entender a tua carta.
"There are women to whom we make love, and those, to whom we speak about it.",Existem mulheres com quem fazemos amor e aquelas com quem falamos sobre ele.
Tom is not in prison at the moment.,Tom não está na prisão atualmente.
Don't you have nausea?,Você não está com vontade de vomitar?
Does the cough disturb your sleep?,A tosse atrapalha o seu sono?
These phenomena occur but rarely.,"Estes fenômenos ocorrem, mas raramente."
Turn to the left!,Vire à esquerda!
This is not the case with everything.,Este não é o caso com tudo.
Add the onion.,Adicione a cebola.
He is beautiful like a god!,Ele é belo como um deus!
A candle lighted the room.,Uma vela iluminava a sala.
I am very much in love with her!,Estou muito apaixonado por ela!
Will I have the pleasure of seeing you again?,Terei o prazer de vê-la novamente?
"Last winter, I went skiing in Canada.","No inverno passado, eu fui esquiar no Canadá."
What is the file extension?,Qual é a extensão do arquivo?
Relax!,Relaxe!
I'm sure of my sentence.,Estou certo da minha frase.
Thanks for being my guide.,Obrigada por ser o meu guia.
He's sketching an apple.,Ele está esboçando uma maçã.
I'm thinking about something else.,Estou pensando em outra coisa.
You have lost; give up!,Você perdeu; desista!
Go to the doctor at once!,Vai ao médico de uma vez!
Have you seen a brown wallet around here?,Você viu uma carteira marrom por aqui?
She became an object of universal admiration.,Ela se tornou um objeto de admiração universal.
I don't want to eat cooked rice.,Não quero comer arroz cozido.
Where can I buy silk?,Onde eu posso comprar seda?
He was so poor that he couldn't buy bread.,Ele era tão pobre que não podia comprar pão.
You must return the ring whence it came.,Você deve devolver o anel pro lugar de onde ele veio.
I read some books.,Li alguns livros.
Give me the cup of coffee!,Dê-me a xícara de café!
What was the last concert you saw?,Qual foi o último concerto que você viu?
"It's raining, so please bring your umbrella.","Está chovendo, então traga o seu guarda-chuva, por favor."
I'll go buy some bread.,Vou ir comprar um pouco de pão.
I only ask out of curiosity.,Só pergunto por curiosidade.
Primates are plantigrade animals.,Os primatas são animais plantígrados.
All mammals have seven cervical vertebrae.,Todos os mamíferos têm sete vértebras cervicais.
I know them inside out.,Eu os conheço como a palma de minha mão.
Every problem has a solution.,Todo problema tem uma solução.
The experiment has to begin.,O experimento tem de começar.
Your efforts are futile.,Seus esforços são fúteis.
"If we only wanted to be happy, it would be easy; but we want to be happier than other people, and that is almost always difficult, since we think them happier than they are.","Se só quiséssemos ser felizes, isso seria fácil; mas nós queremos ser mais felizes que as outras pessoas, e isso é quase sempre difícil, já que as julgamos mais felizes do que são."
I ran out of fuel.,Fiquei sem combustível.
I write letters which I never send.,Escrevo cartas que nunca mando.
What makes you think that Tom prefers living in the country?,O que te faz pensar que Tom prefere morar no campo?
What makes you think that Tom likes heavy metal?,O que te faz pensar que Tom gosta de heavy metal?
Are there any students from Korea in your class?,Há algum aluno da Coreia na sua classe?
She likes to wear dark colours.,Ela gosta de vestir roupas de cores escuras.
I like to learn Chinese and English.,Eu gosto de aprender chinês e inglês.
That flower tried to attack me.,Essa flor tentou me atacar.
The committee members are all present.,Os membros do comitê estão todos presentes.
I find learning languages to be very rewarding.,Eu acho que aprender línguas é muito gratificante.
I can't believe it! She said she is having triplets!,Não acredito! Ela disse que está grávida de trigêmeos!
Yesterday was a good day.,Ontem foi um bom dia.
Never talk to strangers.,Nunca fale com estranhos.
"Don't worry, you shall get the answer this afternoon.","Não se preocupe, vai receber a resposta esta tarde."
That must have hurt!,Isso deve ter doído!
You didn't write anything.,Você não escreveu nada.
"After I did my homework, I played football with my friends.","Depois que fiz minha lição de casa, eu joguei futebol com meus amigos."
The girl's ability to speak four languages fluently impressed me.,A habilidade da garota de falar quatro idiomas fluentemente me impressionou.
Mary is struggling to get back in shape.,A Mary está se esforçando para ficar de volta em forma.
I want some more.,Eu quero um pouco mais.
Aren't you going to finish your dinner?,Você não vai terminar seu jantar?
What's he hiding?,O que ele está escondendo?
Be reasonable.,Seja razoável.
Tom will take care of everything.,O Tom tomará conta de tudo.
Why did you give him this gift?,Porque lhe dás esta prenda?
Tom likes mystery.,O Tom gosta de mistério.
Start your morning off with coffee.,Começa a tua manhã com café.
I can't touch the corpse without gloves.,Não posso tocar o cadáver sem luvas.
The most of them are not mandatory.,A maioria deles não é obrigatória.
They formed a human chain.,Eles formaram uma corrente humana.
Tom is a perfectionist.,Tom é perfeccionista.
I'll do something.,Farei algo.
Sodium reacts vigorously and exothermically with water.,O sódio reage vigorosa e exotermicamente com a água.
This story is far more interesting than that one.,Esta história é muito mais interessante do que aquela.
Schools teach students a basic method for learning things more effectively.,As escolas ensinam aos estudantes um método básico para aprender as coisas mais efetivamente.
I've done nothing wrong.,Não fiz nada de errado.
I don't have enough space to store these boxes.,Não tenho espaço suficiente para estocar estas caixas.
I can't invite all my friends at once.,Não posso convidar todos os meus amigos de uma vez.
Please stop the war.,"Por favor, pare a guerra."
I don't like this teacher; he always ignores my questions.,Eu não gosto deste professor; ele sempre ignora as minhas perguntas.
Don't think I don't like you.,Não pense que eu não gosto de você.
It's just the opposite.,É bem o contrário.
Are you trying to distract me?,Você está tentando me distrair?
I was trying to distract her.,Estava tentando distraí-la.
"I don't really know why, but they don't like me.","Eu não sei mesmo por quê, mas eles não gostam de mim."
"When she was in kindergarten, all the boys used to call her ""princess"".","Quando ela estava no jardim de infância, todos os meninos costumavam chamá-la de ""princesa""."
This picture must have been taken in 1964.,Esta foto deve ter sido tirada em 1964.
We have a long story to tell you.,Temos uma longa história para te contar.
"Believe me, I never did anything wrong.","Acredite, eu nunca fiz nada de errado."
They just taught me to swear.,Eles me ensinaram a jurar.
Thanks for adding me on Facebook.,Obrigado por me adicionar no Facebook.
"This book has few, if any, misprints.","Este livro tem poucos, se é que tem, erros de impressão."
Today I'm online.,Hoje eu estou online.
"I no longer love you; therefore, I am sad.","Eu não te amo mais, daí eu estar triste."
The child almost drowned.,A criança quase se afogou.
The enemy of my enemy is my friend.,O inimigo do meu inimigo é meu amigo.
Tom is an outcast.,Tom é um desterrado.
Tom doesn't use steroids.,Tom não usa esteroides.
Tom uses anabolic steroids.,Tom usa anabolizantes.
Tom is meeting with a client.,Tom está numa reunião com um cliente.
That's icky.,Isso é desagradável.
He shared his soup with me.,Ele dividiu a sopa dele comigo.
Tom is the devil.,Tom é o capeta.
What the hell do you want from me?,Que diabos você quer de mim?
The train is coming.,O trem está vindo.
"Lights, camera, action!","Luz, câmera, ação!"
They're a motley crew.,São um grupo heterogéneo.
"Alpha, beta and gamma are Greek letters.","Alfa, beta e gama são letras gregas."
France is in Western Europe.,A França está na Europa Ocidental.
I believe in Jesus Christ.,Eu creio em Jesus Cristo.
Mary is a sea urchin.,Mary é um ouriço do mar.
I believe in Buddha.,Eu acredito em Buda.
I believe in Muhammad.,Eu acredito em Maomé.
I believe in Allah.,Eu acredito em Alá.
Visit us please!,"Visite-nos, por favor!"
Can you read Arabic?,Você sabe ler em árabe?
"It's not you, it's me!","Não é você, sou eu!"
It's one of the basic human instincts.,É um dos instintos básicos do homem.
The market is completely saturated.,O mercado está completamente lotado.
It's the war of all against all.,É a guerra de todos contra todos.
I'm unable to translate this sentence.,Não sou capaz de traduzir esta frase.
I'm feeling dizzy.,Estou me sentindo desconcertado.
The boy almost drowned.,O garoto quase se afogou.
Next year I'll go to the sea.,"No ano que vem, vou para o mar."
Kids need sleep.,As crianças precisam de sono.
I like it.,Eu gosto dele.
Tom is taller than me.,Tom é mais alto do que eu.
What about his girlfriend?,E que tal a namorada dele?
Tom is devious.,Tom é desonesto.
Tom is going to enjoy this.,Tom vai se divertir com isso.
Tom has a silk scarf.,O Tom tem um cachecol de seda.
Mary has nice legs.,Mary tem belas pernas.
Nothing is forever.,Nada é para sempre.
Where does Iain live?,Onde Iain mora?
Since I was really tired I went to sleep early.,Porque eu estava muito cansado eu fui dormir cedo.
I'd like three sugar cubes in the milk.,Quero três cubos de açúcar no leite.
A white dove is on the roof.,Uma pomba branca está no telhado.
I don't pay attention to the rumors I hear; let everyone do as they please with their life.,Não costumo ligar para as fofocas que ouço; que cada um faça o que quiser de sua vida.
"When I went to him he was sleeping, but I woke him up.","Quando eu fui a ele, ele dormia; mas eu o acordei."
They're Russian.,Eles são russos.
Stop talking and listen.,Para de falar e escuta.
There are people whose only purpose is to be as annoying as possible.,Tem gente cujo único propósito é ser o mais incômoda possível.
Blue looks good on you.,O azul cai bem em você.
Write me an email if you feel like it.,Envie-me um e-mail caso você queira.
My father doesn't drink liquor.,Meu pai não bebe licor.
I was overtaken by greed.,Eu fui possuído pela minha ganância.
"When I got up to go to school, the moon was still visible in the sky.","Quando me levantei para ir à escola, a lua ainda era visível no céu."
You can also use the Ctrl+Alt+R keyboard shortcut.,Você também pode usar o atalho do teclado Ctrl+Alt+R.
"The meat, although cooked, isn't completely free of microorganisms.","A carne, apesar de cozida, não está livre de todos os micro-organismos."
"Am I mistaken, or are you really Ismael?","Estou errado, ou o senhor realmente é o Ismael?"
My father always gets nervous.,Meu pai sempre fica nervoso.
What nonsense!,Que besteira!
Coffee is ready.,O café está pronto.
You're soaking wet.,Você está encharcada.
We found the stray dog and decided to keep it.,Encontramos o cachorro abandonado e decidimos ficar com ele.
You're a nice girl.,Você é uma menina simpática.
We rented a romantic comedy.,Alugamos uma comédia romântica.
The young widow got engaged once more.,A jovem viúva tornou-se noiva novamente.
It was the first time man walked on the moon.,Foi a primeira vez que o homem andava sobre a Lua.
I hope you've learned your lesson.,Espero que tenha aprendido a lição.
The plane departs at 5:30 PM.,O avião sai às cinco e meia da tarde.
That's exactly why I came!,É por isso mesmo que eu vim!
Stay calm. I promise nothing bad will happen to you.,"Fique tranquilo, prometo que nada de ruim lhe acontecerá."
I should have stayed out of it.,Eu devia ter ficado fora disso.
Do I have permission?,Tenho a permissão?
"Seven years after his death, they discovered who was responsible.","Sete anos depois de sua morte, descobriram quem foi o culpado."
I've got diarrhea.,Estou com diarreia.
I didn't read any books yesterday.,Não li nenhum livro ontem.
Somebody farted in the elevator.,Alguém soltou um pum no elevador.
The wife of your son is your daughter-in-law.,A mulher do seu filho é sua nora.
"If I'll go or not, I still haven't decided.","Se irei ou não, ainda não resolvi."
He loved her.,Ele a amava.
I very much regretted having lost so much time.,Lamentei muito ter perdido tanto tempo.
"She doesn't like being alone, but I prefer it like that.","Ela não gosta de ficar sozinha, mas eu prefiro assim."
I'm going to see her today.,Hoje vou vê-la.
"David's sick, right?","O Davi está doente, não é mesmo?"
"On Children's Day, more than 50 bicycles were donated.","No dia das crianças, mais de cinquenta bicicletas foram doadas."
João and Maria broke up last week.,João e Maria terminaram seu relacionamento na semana passada.
Please show me your passport.,Faça o favor de mostrar-me o seu passaporte.
Eat all your spinach!,Coma todo o espinafre.
It's a legitimate worry.,É uma preocupação legítima.
I've never seen that before.,Nunca vi aquilo antes.
At that time my house was already built.,Nesse tempo a minha casa já estava construída.
This pamphlet is about pets.,Este folheto é sobre animais de estimação.
He's a liar.,Ele mente.
I'll keep my lips sealed.,Manterei a boca fechada.
We'll fight to the end to protect our homeland.,Lutaremos até o último instante para proteger a nossa pátria!
I have the feeling I've already seen this movie.,Tenho a impressão de que já vi este filme.
Did you go to the book fair?,Você foi à feira do livro?
It took me a long time to rid myself of all those ants.,Levei muito tempo para conseguir me livrar de todas aquelas formigas.
This house is full of spider webs.,Esta casa está repleta de teias de aranha.
Were you invited to her birthday party?,Você foi convidado para o aniversário dela?
I received an invitation to the birthday party.,Recebi um convite de aniversário.
Our land is being taken over.,Nosso território está sendo invadido.
Tom and Mary know what happened.,Tom e Mary sabem o que aconteceu.
One of the bulls pushed the fence down.,Um dos bois derrubou a cerca.
"Of all the films I rented, this is the only one worth seeing.","De todos os filmes que eu aluguei, este é o único que vale a pena de ser visto."
"All of the books are good, but none as good as this one.","Todos os livros são bons, mas nenhum é tão bom quanto este aqui."
"Very good, but you're capable of doing better.","Está bom, mas você é capaz de melhorar."
"Good, but you can do better.","Está bom, mas você pode fazer melhor."
The car went off the road due to snowfall covering the lane.,O carro saiu da estrada porque a pista estava coberta de neve.
When she opened her eyes I was the first person she saw.,"Quando ela abriu os olhos, eu fui a primeira pessoa que ela viu."
Right at that time the cellphone rang.,Bem naquela hora o celular tocou.
The doorknob broke.,A maçaneta da porta quebrou.
This data is outdated.,Estes dados estão desatualizados.
"Everyone is very welcome, independent of their nationality.","Todos são muito bem-vindos, independentemente de sua nacionalidade."
Click here for more information.,Clique aqui para mais detalhes.
Do fish sleep?,Os peixes dormem?
News of her pregnancy took her by surprise.,A notícia da gravidez a tomou de surpresa.
When I grow up I want to be just like my Dad.,"Quando crescer, quero ser como o papai."
When I grow up I want to be just like you.,"Quando crescer, quero ser como você."
"If religion were synonymous with morality, Brazil would be the most uncorrupted country in the world.","Se religião fosse sinônimo de moralidade, o Brasil seria o país mais incorrupto do mundo."
The pastor said Tom's going to burn in hell.,O pastor disse que Tom vai queimar no fogo do inferno.
My computer is connected to a properly grounded outlet.,Meu PC está ligado a uma tomada corretamente aterrada.
Did you try restarting the computer?,Você tentou reiniciar o computador?
My pen-drive has a virus.,Meu pendrive está com vírus.
This problem is very common but doesn't have an easy answer.,"Este problema é muito comum, mas de difícil solução."
What in the hell are you doing in my room?,Mas que diabos você está fazendo no meu quarto?
What in the hell is this?,Mas que diabos é isso?
It's the next logical step.,É o próximo passo lógico.
People talk a lot about social networks these days.,Hoje em dia se fala muito em redes sociais.
Read the instructions carefully before you begin.,Leia as instruções atenciosamente antes de começar.
Andre is saving his money up to start a business.,André está guardando dinheiro para abrir uma empresa.
The bank refused to grant me the loan.,O banco recusou a conceder-me empréstimo.
Mary took out a loan in order to pay her debts.,Maria fez um empréstimo para que pudesse pagar as suas dívidas.
She was tired of trying to convince him.,Ela estava cansada de tentar convencê-lo.
I will be loved.,Eu serei amado.
The press conference is scheduled to begin one hour from now.,A conferência de imprensa está marcada para daqui a uma hora.
Antonio Guzmán Blanco came to power in Venezuela in 1870.,Antonio Guzmán Blanco ascendeu ao poder na Venezuela em 1870.
Sometimes I have the impression that we'll never come to an agreement.,Às vezes tenho a impressão de que jamais entraremos num acordo.
Be on alert. The evacuation order may occur at any moment.,Estejam todos alerta. A ordem de evacuação pode ser dada a qualquer momento.
The girl got distracted and lost sight of her parents.,A garota se distraiu e perdeu de vista os pais.
"As Great Britain becomes aware of the reality of Latin America, we will be closer to a solution.","À medida que a Grã-Bretanha conhecer a realidade da América Latina, estaremos mais perto de uma solução."
"If you have the time, come along with me.","Se você tiver tempo, acompanhe-me."
I get nauseous whenever I fly.,Sinto enjoo quando voo.
She had twins.,Ela teve gêmeos.
Air is to men what water is to fish.,O ar é para os homens o que a água é para os peixes.
Hand me the remote.,Passa-me o controle da televisão.
The dog house is outside.,A casa do cachorro é lá fora.
I had already left when they arrived.,"Eu já havia saído, quando eles chegaram."
Don't let the dog inside.,Não deixe que o cachorro entre.
He hired a new secretary.,Ele contratou uma secretária nova.
I don't feel like doing anything today.,Hoje não estou com vontade de fazer nada.
The meat spoiled.,A carne estragou-se.
Where can I find the subtitles for this movie?,Onde posso encontrar a legenda deste filme?
The boy was afraid of the dark.,O menino tinha medo da escuridão.
He whispered sweet nothings into her ear.,Ele sussurrou palavras carinhosas ao ouvido dela.
I would give anything to win her back.,Eu daria tudo para reconquistá-la.
The results of the competition will be announced in a few moments.,O resultado do campeonato será anunciado em poucos instantes.
Children threw stones at him.,As crianças jogaram pedras nele.
Thank you dear Lord.,"Obrigado, querido Deus."
This is my first time.,É a minha primeira vez.
He never existed.,Ele nunca existiu.
How did you get in? Do you have a key?,Como você entrou? Você tem uma chave?
Tom walked alone.,O Tom caminhou sozinho.
The full stop is missing at the end of the sentence.,O ponto final no fim da frase está faltando.
"Just between you and me, she is, in fact, a monster.","Cá entre nós, ela é, na verdade, um monstro."
Someone ate all the cookies from the cookie jar.,Alguém comeu todos os biscoitos do pote.
Have you already met each other?,Vocês já se encontraram?
I catch a cold easily.,Resfrio-me com facilidade.
They tapped the terrorists' phone lines.,Conseguiram grampear os telefones dos terroristas.
What you said is true.,O que você disse é verdade.
The selfish live for themselves alone.,Os egoístas só vivem para si mesmos.
He looks to me with much admiration.,Ele me olha com muita admiração.
This mall is so big that I can't find the exit.,Este shopping é tão grande que não posso encontrar a saída.
She never discusses that.,Ela nunca fala disso.
You can leave your dog with me if you travel.,Você pode deixar o cachorro comigo se quiser viajar.
I grabbed a book off the shelf.,Peguei um livro da estante.
Tom's dad is very strict.,O pai do Tom é muito severo.
For the party I bought a dozen wine glasses and two dozen cups for juice.,"Para a festa, comprei uma dúzia de copos de vinho e duas dúzias de copo de suco."
I keep telling you!,Não me canso de falar.
I never get tired of talking.,Não me canso de falar.
He has a broad understanding of the world.,Ele tem um enorme conhecimento de mundo.
He drives a pickup truck.,Ele conduz uma carrinha de caixa aberta.
