English,Portuguese
"Tom met Mary at a party, and it was love at first sight.","Tom conheceu Maria numa festa, e foi amor à primeira vista."
He has as many books as his father does.,Ele tem tantos livros quanto seu pai.
I am tired and I want to go to bed.,Estou cansado e quero ir para a cama.
The game drew a good crowd.,O jogo atraiu um bom público.
I read a magazine to kill time.,Eu li uma revista para matar tempo.
Please take me out for dinner!,Por favor me leve para jantar!
Get in touch with me as soon as you arrive here.,Fale comigo assim que você chegar aqui.
Cultures of the East and the West are mixed in this country.,As culturas orientais e ocidentais estão misturadas nesse país.
He seems kind.,Ele parece ser gentil.
"Yes, it is. You were three months old then.","É, sim. Você tinha três meses nessa época."
I wonder if anything happened to him.,Será que aconteceu alguma coisa com ele?
Do you also like jazz?,Você também gosta de jazz?
I remember seeing her.,Eu lembro de vê-la.
We should not depend on your parents.,Nós não devemos depender dos seus pais.
The accident threw traffic into great confusion.,O acidente causou uma grande confusão no trânsito.
"Had it not been for his help, I couldn't have finished the report.","Se não houvesse sido pela sua ajuda, eu não teria podido acabar com o relatório."
I need your advice.,Eu preciso do seu conselho.
I have so many clothes I don't know what to wear tomorrow.,Eu tenho tantas roupas que eu nem sei o que vou vestir amanhã.
"My wife gave birth prematurely to a 1,500-gram baby girl.",Minha mulher deu à luz prematuramente uma menina de 1 quilo e meio.
That is why I got up early this morning.,É por isso que eu me levantei cedo hoje de manhã.
"If I'm away from home for a period of time, I will stop mail delivery.","Se eu ficar fora de casa por um período de tempo, interromperei a correspondência."
What is the tallest building in Japan?,Qual é o edifício mais alto do Japão?
I'd like some aspirin.,Gostaria de uma aspirina.
I felt very troubled by the news.,Fiquei muito perturbado com as notícias.
My children really like animals.,Minhas crianças gostam muito de animais.
Read after me.,Leia depois de mim.
"Although Eri's suitcase looks heavy, it's actually very light.","Embora a mala de Eri pareça pesada, na verdade é bem leve."
Here's a pen for you to use.,Aqui está uma caneta para você usar.
The room started to spin after I drank too much.,A sala começou a girar depois de eu ter bebido tanto.
Neil Armstrong was the first astronaut to walk on the moon.,Neil Armstrong foi o primeiro astronauta a caminhar sobre a Lua.
Those are sunflowers.,Aqueles são girassóis.
This desk is broken.,Esta carteira está quebrada.
Judo is not only good for young people's health but also very useful in forming their personalities.,"O judô não é bom apenas para a saúde dos jovens, mas também é muito útil na formação de suas personalidades."
The mother put the children to bed.,A mãe colocou as crianças na cama.
I wonder what happened to Paul.,Eu me pergunto o que aconteceu ao Paulo.
You must put some life into your work.,Você deve colocar alguma vida no seu trabalho.
Have you heard from him recently?,Você teve alguma notícia dele recentemente?
I put the receiver to my ear.,Coloquei o fone na orelha.
What is your address?,Qual é o seu endereço?
How many people?,Quantas pessoas?
Come home.,Venha para casa.
Fear of pollution discouraged people from building homes near power plants.,O temor da poluição desanimou as pessoas de construírem casas perto de centrais elétricas.
"By the way, have you ever been to Europe?","A propósito, você já esteve na Europa?"
Don't you have anything better to do?,Você não tem nada melhor para fazer?
I've been going to the gym for six months now but I must be doing something wrong because I still don't see any improvement.,"Estou indo para a academia há seis meses, mas devo estar fazendo algo errado, pois eu ainda não vejo nenhuma melhora."
He came back again.,Ele voltou de novo.
I can do it by myself!,Eu consigo fazer sozinho!
Don't be ridiculous!,Não seja bobo!
Television enables you to be entertained by people you wouldn't have in your home.,A televisão capacita você a ser entretido por pessoas que você não teria em sua casa.
My skirt is too long.,Minha saia é larga demais.
The flowers are already out of bloom.,Dos botões já saíram flores.
I'd like to try on one size smaller than this.,Gostaria de provar um tamanho menor que este.
The mystery of life is beyond human understanding.,O mistério da vida está além da compreensão humana.
I want to extend my stay here for a few more days.,Eu quero prolongar minha estadia aqui por mais alguns dias.
"Today, more and more people are changing jobs in order to get a better salary and higher social status.","Hoje em dia, cada vez mais pessoas estão mudando de emprego para conseguir um salário mais alto e um status social melhor."
He went there to learn English.,Ele foi lá para aprender inglês.
My husband has his breakfast while reading the newspaper.,Meu marido toma café da manhã enquanto lê o jornal.
Brazil supplies the world with coffee beans of quality.,O Brasil supre o mundo com grãos de café de qualidade.
He sent flowers to his mother.,Ela mandou flores à mãe.
Please tell her I'll come after I do some shopping.,Por favor diga a ela que virei depois de fazer algumas compras.
He sits up till late at night.,Ele fica acordado até tarde da noite.
It was very exciting! I'd like to go again.,Foi muito empolgante! Gostaria de ir de novo.
I'm an alcoholic. I'm a drug addict. I'm homosexual. I'm a genius.,Sou um alcoólatra. Sou viciado em drogas. Sou homossexual. Sou um gênio.
"Which is more complete, the first edition or the second?","Qual é mais completa, a primeira ou a segunda edição?"
I was relieved to know that the operation was a success.,Fiquei aliviado em saber que a operação foi um sucesso.
Blotting paper absorbs ink.,O mata-borrão absorve tinta.
"The Earth, Mars and Jupiter are planets.","A Terra, Marte e Júpiter são planetas."
Everyone dies.,Todo mundo morre.
What must you do now?,O que você tem que fazer agora?
I don't think it'll rain tomorrow.,Não acho que choverá amanhã.
Cancer is a great enemy of mankind.,O câncer é um grande inimigo da humanidade.
Which animal is small?,Que animal é pequeno?
The baby is crying.,O bebê está chorando.
The study by Meyer and his colleagues was unusual.,O estudo de Meyer e seus colegas foi incomum.
He introduced me to his relatives at the reception.,"Na recepção, ele me apresentou sua família."
I had to pay a large sum of money to get it back.,Precisei pagar uma grande quantia para recuperá-lo.
He has a strong sense of responsibility.,Ele tem um alto senso de responsabilidade.
"It was a pleasure to spend the evening with a smart, funny and beautiful girl like you.","Foi um prazer passar a noite com uma garota inteligente, divertida e bonita como você."
She spends a lot of money on shoes.,Ela gasta muito dinheiro em sapato.
I cannot lend this book to you.,Eu não posso te emprestar esse livro.
She wanted to be alone.,Ela queria ficar sozinha.
Tom loves to climb mountains.,Tom adora escalar montanhas.
"The moment he caught sight of me, he ran away.","Assim que ele me viu, saiu correndo."
May I ask a question?,Posso fazer uma pergunta?
Many politicians don't keep their promises.,Muitos políticos não cumprem com suas promessas.
"Just because I'm a wolf, everyone thinks I'm the bad guy.",Só porque eu sou um lobo todo mundo pensa que eu sou o cara mau.
I have been working since six this morning.,Eu estive trabalhando desde às seis essa manhã.
I will be here from Monday to Thursday.,Estarei aqui de segunda a quinta.
A Mr. Tanaka came to see you yesterday.,Um Sr. Tanaka veio te ver ontem.
This coat is too short on me.,Este casaco está muito curto em mim.
This is true of your case also.,Isso vale para o seu caso também.
Jane appears to be enjoying the party.,Jane parece estar gostando da festa.
Music is considered food for the soul.,A música é considerada alimento para a alma.
They were fighting on the street.,Eles estavam brigando na rua.
"She doesn't understand me, either.",Ela também não me entende.
This beer is not cold enough.,Essa cerveja não está gelada o suficiente.
Robert was so busy he had to turn down an invitation to play golf.,Robert estava tão ocupado que ele teve que negar um convite para jogar golfe.
Computers make people stupid.,Computadores tornam as pessoas tolas.
"The treasure is still in the forest, where it is buried under a tree.","O tesouro ainda está na floresta, onde está enterrado sob uma árvore."
He caught a terrible cold.,Ele pegou uma gripe terrível.
Could you explain how the dishwasher works?,Você poderia explicar como a máquina de lavar louças funciona?
I have to cook dinner today.,Tenho que fazer o jantar hoje.
Please show me another.,Por favor me mostre outro.
Open the bottle.,Abra a garrafa.
Are you interested in flowers?,Você está interessado em flores?
I'm always confusing John with Paul.,Eu sempre confundo John com Paul.
Where's the nearest train station?,Onde é a estação de comboio mais próxima?
How much did you pay for him?,Quanto você pagou por ele?
He changed his address.,Ele mudou o endereço dele.
Have you eaten the cake yet?,Você já comeu o bolo?
Achoo!,Atchim!
The officer charged me with driving 80 kilometers an hour.,O oficial me multou dirigindo a oitenta quilômetros por hora.
He was thinking about his work with his eyes closed.,Ele estava pensando em seu trabalho com os olhos fechados.
I saw him crossing the street.,Eu o vi atravessando a rua.
He doesn't know much about Japan.,Ele não sabe muito sobre o Japão.
Don't be too dependent on others.,Não seja muito dependente dos outros.
A tiger is bigger and stronger than a cat.,Um tigre é maior e mais forte do que um gato.
It is about time we were leaving.,Já era hora de sairmos.
It's very romantic!,É muito romântico!
Don't you even think of eating my chocolate!,Nem pense em comer meu chocolate!
Where is the entrance to the museum?,Onde é a entrada para o museu?
Would you teach me how to make cheese?,Você me ensinaria como fazer queijo?
I do anything I feel like.,Eu faço o que me der na telha.
"I can't go, nor do I want to.",Eu não posso e nem quero ir.
If you wind up the doll with the key on the side of its torso it will swing its arms round and go forward doing somersaults.,"Se você der corda na boneca com a chave na lateral do seu corpo, ela agitará os braços em círculos e dará cambalhotas para a frente."
My leg was bitten by that dog.,Minha perna foi mordida por um cachorro.
I took the fact for granted.,Assumi o fato como verdadeiro.
She talks to him as if he were a child.,Ela fala com ele como se ele fosse uma criança.
She plays the piano.,Ela toca piano.
"Well, stranger things have happened.","Bem, coisas mais estranhas aconteceram."
Is your uncle still abroad?,Seu tio ainda está no exterior?
"When does he study? ""He studies before dinner.""",“Quando é que ele estuda?“ “Ele estuda antes do jantar“.
She approved of my plan.,Ela aprovou meu plano.
I want to sleep a little more.,Eu quero dormir mais um pouquinho.
I would like to live in luxury.,Gostaria de viver com luxo.
He no longer lives here.,Ele não mora mais aqui.
It's a question of taste.,É uma questão de gosto.
"American politics are interesting to watch, especially during a presidential election.","A política norte-americana é interessante de ver, especialmente durante as eleições presidenciais."
How do you feel now?,Como você se sente agora?
Things that you see with your eyes are not necessarily true.,Coisas que você vê com seus olhos não são necessariamente verdades.
Playing baseball is fun.,Jogar beisebol é divertido.
She was relieved from insomnia.,Ela se livrou da insônia.
He is afraid to swim.,Ele tem medo de nadar.
He is a teacher.,Ele é professor.
Are there any movie theaters near here?,Há algum cinema aqui perto?
I'm tired now.,Agora estou cansado.
You look pale.,Você parece pálido.
I hope to see you soon.,Espero te ver logo.
I hope that she will help me.,Espero que ela me ajude.
This book is easy for me to read.,Esse livro é fácil de ler para mim.
There are many people in the park.,Há muitas pessoas no parque.
She was making tea.,Ela estava fazendo chá.
We're close friends.,Somos amigos próximos.
You are asking too much for this car.,Você está pedindo muito dinheiro por esse carro.
I am in financial difficulties.,Estou com dificuldades financeiras.
How many children do you have?,Quantos filhos você tem?
During Obon there is much confusion at train stations.,"Durante o Obon, há muita confusão nas estações de trem."
Your memory is good.,Sua memória é boa.
He read a book written in English.,Ele leu um livro escrito em inglês.
Let us settle the matter without a third party.,Vamos encerrar o assunto sem uma terceira opinião.
Everyone burst into laughter.,Todos caíram na gargalhada.
"Mrs. Hughes, this is Peter Brown.","Sr. Hughes, esse é o Peter Brown."
This old house is made of wood.,Essa velha casa é feita de madeira.
They went fishing.,Foram pescar.
The phone rang for a long time.,O telefone tocou por bastante tempo.
You're irresistible.,Você é irresistível.
She's not as old as Mary.,Ela não é tão velha quanto Mary.
He's already left.,Ele já saiu.
The minister approved the building plans.,O ministro aprovou o plano de construção.
He is a complete stranger to me.,Ele é um completo estranho para mim.
"The more you explain it, the more I don't understand it.","Quanto mais você o explica, menos eu entendo."
She is impatient for her holidays.,Ela está ansiosa pelas férias.
Who owns this land?,Quem é o proprietário deste terreno?
Abstract art is not to the taste of everyone.,A arte abstrata não é do gosto de todos.
I never meant to have you pay the bill.,Eu nunca quis dizer que você deveria pagar a conta.
She is not so shy as she used to be.,Ela não é mais tão tímida como costumava ser.
They helped one another with their homework.,Eles se ajudaram na tarefa de casa.
We sat over a fire.,Sentamo-nos junto a uma fogueira.
He was listening to me with his eyes shining.,Ele estava me ouvindo com seus olhos brilhando.
Paul is so pleasant a person that everybody likes him at once.,Paulo é uma pessoa tão gentil que todo o mundo logo gosta dele.
I like English very much.,Eu gosto muito de inglês.
"Just because he's rich, doesn't mean he's happy.","Só porque ele é rico, não quer dizer que seja feliz."
Don't be so childish.,Não seja tão infantil.
"He said to me, ""Please, do me a favor"".","Ele me disse: ""Por favor, faça-me um favor."""
"Seriously though, episode 21 made me almost cry while laughing.","Agora falando sério, o episódio 21 quase me fez chorar de rir."
We are going to have a baby next month.,Nós estamos esperando um bebê para o próximo mês.
Do you have anything for a cold?,Você tem alguma coisa para gripe?
Her behavior gave rise to rumors.,O comportamento dela causou rumores.
There is a boy near the door.,Há um garoto perto da porta.
Tone of voice can indicate feelings.,O tom da voz pode indicar sentimentos.
There's also a park there.,"Há, também, um parque lá."
Double-click on the icon.,Dê um clique duplo no ícone.
I turned the doorknob.,Eu girei a maçaneta.
That was written by Taro Akagawa.,Isso foi escrito por Taro Akagawa.
I am not used to being spoken to in that rude way.,Eu não estou acostumado a ser tratado assim dessa maneira rude.
Ill news comes too soon.,Notícias ruins chegam cedo.
You should be ashamed of your behavior.,Você deveria estar envergonhado de seu comportamento.
Won't you have some more coffee?,Não quer mais café?
Keep something for a rainy day.,Guarde algo para um dia chuvoso.
The police will soon arrive on the scene.,A polícia vai já chegar na cena do crime.
I walk to the park.,Eu ando até o parque.
I would like to work with your company.,Eu gostaria de trabalhar com a sua companhia.
"The world is a book, and those who do not travel read only a page.",O mundo é um livro e aqueles que não viajam leem apenas uma página.
The explosion came about by accident.,A explosão foi produzida por acidente.
I'm very sorry to have troubled you.,Sinto muito tê-lo incomodado.
How old is that painting?,Qual a idade dessa pintura?
He keeps a diary in English.,Ele mantém um diário em Inglês.
We kept quiet.,Ficamos quietos.
I see a lion.,Vejo um leão.
She may not wait any longer.,Ela pode não esperar mais.
Nobody spoke with me.,Ninguém falou comigo.
"In footnotes, book titles and journal names are written in italics.","Em notas de rodapé, títulos de livros e nomes de jornais são escritos em itálico."
I have an old bicycle.,Eu tenho uma bicicleta velha.
He was too busy to notice it.,Ele estava muito ocupado para perceber.
There was nobody in the garden.,Não havia ninguém no jardim.
I will write to him at once.,Eu vou escrever pra ele imediatamente.
Try again.,Tenta de novo.
Mathematics is basic to all sciences.,A matemática é a base de todas as ciências.
Mike speaks good Japanese.,Mike fala japonês bem.
My sister is having a baby in June.,Minha irmã terá um bebê em junho.
Let no one appropriate a common benefit.,Não deixe ninguém se apropriar de um benefício comum.
The apple tastes sweet.,A maçã está doce.
A rat ran across the road.,Um rato cruzou a estrada.
It is a long story.,É uma longa história.
"While traveling in Europe, I was pickpocketed on a train.","Enquanto eu viajava pela Europa, roubaram minha carteira num trem."
He battled his way out of the mob.,Ele lutou para conseguir sair da multidão.
He believes in the supernatural.,Ele acredita no sobrenatural.
Where's convenient for you?,Onde é conveniente para você?
"Dogs can't talk, but it's almost as if the puppy's eyes said, ""No, I don't have a home.""","Os cães não podem falar, mas é como se os olhinhos do filhote dissessem: ""Não, eu não tenho um lar."""
He told me the story of his life.,Ele me contou a história da vida dele.
I'd like to rent your most inexpensive car for a week.,Gostaria de alugar o seu carro mais barato para uma semana.
It has been three years since Bob started his own business.,Faz três anos que Bob iniciou seu próprio negócio.
Teachers should treat all their students impartially.,Os professores devem tratar todos os seus alunos de forma imparcial.
"The dog is brown, small and thin.","O cachorro é marrom, pequeno e magro."
We have another ten miles to walk before sunset.,Temos que caminhar mais dez milhas antes do poente.
Not only my parents but also my sister is against my opinion.,"Não só meus pais, mas também minha irmã, discordam de minha opinião."
I've done questionable things.,Eu fiz coisas questionáveis.
She has a daughter who is a pianist.,Ela tem uma filha que é pianista.
We played cards to kill time.,Jogamos cartas para matar tempo.
The sky grew darker and darker.,O céu foi ficando cada vez mais escuro.
I do not need money now.,Eu não preciso de dinheiro agora.
I hope I can see you at Christmas.,Espero poder vê-lo no Natal.
"The more we have, the more we want.","Quanto mais nós temos, mais nós queremos ter."
Please put some candles on the birthday cake.,"Por favor, coloque algumas velas no bolo de aniversário."
Natural resources are not limitless.,Os recursos naturais não são ilimitados.
Please forgive me for being late.,"Por favor, perdoe o meu atraso."
"Hold on, someone is knocking at my door.","Espere, alguém está batendo na porta."
The atmosphere becomes thinner as you climb higher.,"Quanto mais você sobe na atmosfera, mais ela fica fina."
It doesn't matter to me whether she comes here or not.,Para mim não importa se ela vem ou não.
He carried her luggage to the train.,Ele levou a bagagem dela para o comboio.
But the work on the farm was enjoyable.,Mas o trabalho na fazenda era agradável.
He speaks as if he were an expert.,Ele fala como se fosse um especialista.
This movie is just great.,Este filme é simplesmente fantástico.
Where are you planning to stay?,Onde vocês planejam ficar?
It is the fact that I want to know.,Esse é o fato que eu quero saber.
Replace the old tires with new ones.,Troque os pneus velhos por pneus novos.
"Young as he is, he has a large family to support.","Apesar de ser jovem, ele tem uma grande família para sustentar."
They arrived in England a week ago.,Chegaram à Inglaterra há uma semana.
"We accept anybody, irrespective of nationality.","Aceitamos qualquer um, sem importar a nacionalidade."
I got this vacuum cleaner for nothing.,Eu consegui este aspirador de pó a preço de banana.
We compared his work with hers.,Comparamos o trabalho dele com o dela.
You can rely on him.,Pode confiar nele.
Long live the Soviet Union!,Longa vida à União Soviética!
He has already said yes.,Ele já disse sim.
I told him about our school.,Contei a ele sobre nossa escola.
I'll do as you advise.,Farei como me aconselha.
I have a nice present to give you.,Tenho um ótimo presente para te dar.
I must buy a pair of shoes.,Preciso comprar um par de sapatos.
In the play she doubled the parts of a maid and shop girl.,Na peça ela fez os papéis de empregada e vendedora.
The dog is after the fox.,O cachorro está atrás da raposa.
This is the house in which he lives.,Esta é a casa na qual ele mora.
How about you?,"E você, como vai?"
"Judging from the look of the sky, it will be fine tomorrow.","A julgar pelo céu, amanhã teremos um belo dia."
"As soon as I left home, it began to rain.","Assim que eu saí de casa, começou a chover."
Mosquitoes in Minnesota are as big as storks.,Os mosquitos em Minnesota são tão grandes quanto as cegonhas.
My brother wants to study abroad.,Meu irmão quer estudar no exterior.
Mrs. Smith is our English teacher.,A Sra. Smith é nossa professora de inglês.
Modern poetry is often most obscure.,Poesia moderna é frequentemente mais obscura.
I wish you had come with us.,Queria que você tivesse vindo conosco.
Don't fuck with me!,Não mexa comigo!
He has a very expensive watch.,Ele tem um relógio muito caro.
You have absolutely nothing to fear.,Você não tem absolutamente nada para temer.
"We know the truth, not only by reason, but also at heart.","Conhecemos a verdade, não só pela razão, mas também pelo coração."
I need help.,Preciso de ajuda.
I like light colors.,Eu gosto de cores claras.
"If he had been careful then, the terrible accident would not have happened.","Se ele tivesse sido cuidadoso, o terrível acidente não teria acontecido."
I wish I had been with you then.,Queria ter estado contigo naquele tempo.
Your mother is trying to break up our marriage.,Sua mãe está tentando acabar com nosso casamento.
Butter is made from milk.,A manteiga é feita a partir do leite.
We haven't decided where to take a rest.,Nós não decidimos onde vamos descansar.
She always prides herself on her academic background.,Ela sempre se gaba de sua formação acadêmica.
"Even if I grant that what you say is true, it is no excuse.","Mesmo se eu admitir que o que você diz é verdade, não é desculpa."
I want him to play the guitar.,Quero que ele toque violão.
"To take a photo, all you need to do is to press this button.","Para tirar uma foto, tudo que tens a fazer é pressionar este botão."
He put his money in the box.,Ele colocou seu dinheiro na caixa.
Perhaps it will snow tomorrow.,Talvez neve amanhã.
We should make use of atomic energy.,Deveríamos fazer uso da energia atômica.
This book is easy to read.,É fácil ler esse livro.
For how long did the Maya culture flourish?,Por quanto tempo floresceu a cultura maia?
The bird flapped its wings.,O pássaro bateu as asas.
He was elected chairman.,Ele foi eleito presidente.
We hurried to the train station.,Apressamo-nos para chegar à estação de trem.
Seven is said to be a lucky number.,Dizem que sete é um número que dá sorte.
Uncle Ted took us to the zoo in order to show us the pandas.,O tio Ted levou-nos ao zoológico para nos mostrar os pandas.
Those are my books.,Aqueles são os meus livros.
I'll finish it in one hour.,Eu terminarei em uma hora.
We like music.,Gostamos de música.
This is the letter written by Mr Brown.,Esta é a carta escrita pelo Sr. Brown.
English is spoken in Singapore.,Fala-se inglês em Singapura.
It's snowing today.,Está nevando hoje.
"For me, time is not money.","Para mim, tempo não é dinheiro."
Paul telephoned just now.,Paul telefonou agorinha.
Jim accompanied her on the piano.,Jim a acompanhou no piano.
Sorry I'm late for the meeting.,Me desculpe por estar atrasado para a reunião.
Take care not to fall.,Tome cuidado para não cair.
The population of this city is on the increase.,A população desta cidade está crescendo.
You need not run the risk.,Você precisa correr o risco.
I am anxious about the results of the examination.,Eu estou ansioso acerca dos resultados do exame.
I had no idea who she was.,Eu não tinha ideia de quem era.
I've got to go now.,Tenho que ir agora.
The medicine had an immediate effect.,O remédio tinha efeito imediato.
This shirt needs washing.,Preciso mandar lavar esta camisa.
I wish I had gone with the others to the game yesterday.,Queria ter ido com os outros no jogo ontem.
How do you say 'lung'?,"Como se diz ""pulmão""?"
He cried out in pain.,Ele gritou de dor.
The medicine took effect.,O remédio fez efeito.
I'll drive you to the airport.,Eu vou te levar para o aeroporto.
Stopgap measures won't make a dent in drug addiction.,Medidas provisórias não surtirão muito efeito na toxicomania.
Bring the key.,Traga a chave.
Please show your ticket.,"Por favor, mostre seu tíquete."
He learned to swim.,Ele aprendeu a nadar.
"Not knowing what to do, I stood there silently.","Sem saber o que fazer, eu fiquei lá calado."
The question was too difficult to answer.,A pergunta era muito difícil de responder.
I was about to go out when the phone rang.,Eu estava quase saindo quando o telefone tocou.
The film began at 2.,O filme começou às 2 horas.
He used to love her.,Ele a amava.
I will tell you the history of my life.,Vou te contar a história da minha vida.
Are you implying something?,Você está insinuando alguma coisa?
Will he be able to catch the train?,Ele vai conseguir pegar o trem?
Chess is a highly intellectual game.,O xadrez é um jogo altamente intelectual.
We must make up for lost time.,Temos que recuperar o tempo perdido.
Take your hands off me.,Tire suas mãos de mim.
"If it rains, the game will be canceled.","Se chover, o jogo será cancelado."
Shall we start?,Começamos?
The taller of the two went out first.,O mais alto dos dois saiu primeiro.
Is he reading a book?,Ele está lendo um livro?
Are you crazy?,Estás louco?
"They sell apples, oranges, eggs, and so on.","Eles vendem maçãs, laranjas, ovos, e assim por diante."
Water consists of hydrogen and oxygen.,A água é composta de hidrogênio e oxigênio.
Their assignments were handed in on September 1st.,Os trabalhos foram distribuídos no primeiro de setembro.
I was really young when I met you.,Eu era mesmo jovem quando a encontrei.
He came back from America.,Ele voltou da América.
I heard the news that our team had won.,Eu ouvi notícias de que o nosso time venceu.
"If you're going to the supermarket, will you please bring me back some oranges?","Se você estiver indo ao supermercado, você me traz umas laranjas?"
"Johnny moved to Spain just a few months ago, so he isn't used to speaking Spanish as yet.","O Johnny se mudou para a Espanha há poucos meses, então ele não está acostumado a falar espanhol ainda."
They were all dressed in uniforms.,Todos usavam uniforme.
I've never heard of that city.,Eu nunca ouvi falar nessa cidade.
"If the work is to be completed before June, more people will have to make more effort.","Se o trabalho deve estar terminado antes de junho, mais pessoas terão de se esforçar ainda mais."
"She seldom sings, but I think she will tonight.","Ela raramente canta, mas eu acho que vai cantar esta noite."
He has just come back from Paris.,Ele acabou de chegar de Paris.
They eat chocolate.,Eles comem chocolate.
You'd better not swim if you've just eaten.,É melhor você não nadar se acabou de comer.
Here he is!,Aqui está ele!
I cried all night long.,Chorei a noite toda.
It may rain soon.,"Pode ser que chova já, já."
She went mad after the death of her son.,Ela ficou louca depois da morte do filho.
Fresh fruit is good for you.,Frutas frescas fazem bem para você.
Let me introduce myself.,Permita que eu me apresente.
I am a journalist.,Sou jornalista.
Keep away from me.,Fique longe de mim.
No one encouraged her.,Ninguém a encorajou.
You cannot lose.,Você não pode perder.
I was mistaken in thinking that he was a trustworthy man.,Eu me enganei ao achar que ele era um homem confiável.
How long will you be staying?,Por quanto tempo você vai ficar?
I saw a man enter the room.,Vi um homem entrar no quarto.
Were you able to pass the test?,Você conseguiu passar no teste?
Let's drink the cup of tea here.,Vamos tomar a xícara de chá aqui.
We had an early lunch and set out at 12:30.,Almoçámos cedo e partimos às 12h30.
We're out of sugar.,Estamos sem açúcar.
I finished my lunch quickly.,Terminei meu almoço rapidamente.
Do you know where your father went?,Você sabe aonde o seu pai foi?
I don't want to give myself false hopes.,Eu não quero dar a mim falsas esperanças.
"Don't be afraid to reveal yourself through speaking; take every opportunity to converse with others in English, and soon you will feel right at home in informal conversational situations.","Não tenha medo de se mostrar na fala e de aproveitar toda oportunidade de falar com os outros em inglês, que logo você se sentirá bem em casa em situações sociáveis informais."
"Will it stop raining soon? ""I'm afraid not.""","Será que para de chover logo? ""Temo que não."""
You should pay more attention to what you say.,Você deveria prestar mais atenção no que diz.
Do you find it funny that I feel this way?,Você acha engraçado eu me sentir assim?
All my efforts proved of no avail.,Todos os meus esforços foram em vão.
I gathered more information about it.,Eu reuni mais informação sobre isso.
She took me by surprise.,Ela me pegou de surpresa.
I met Tony on my way school this morning.,Eu encontrei o Tony no caminho para a escola essa manhã.
They like apples.,Eles gostam de maçãs.
Do you have a table in the patio?,Você tem uma mesa no pátio?
I thought it my duty to tell you the truth.,Achei ser meu dever te contar a verdade.
She answered easily.,Ela respondeu facilmente.
80% of all English words come from other languages.,Oitenta por cento das palavras da língua inglesa provêm de outras línguas.
She is said to have been beautiful.,Diz-se que ela já foi bonita.
John is an American boy.,John é um garoto americano.
I believe him to be innocent.,Eu acredito que ele seja inocente.
Can you fix the flat tire now?,Você pode consertar o pneu furado agora?
I'm a person who lives for the moment.,Sou uma pessoa que vive o agora.
I come home from work about seven every day.,Eu volto para casa do trabalho todo dia perto das sete.
How often did you visit Kyoto?,Com que frequência você visitou Kioto?
One morning he saw a pretty girl.,Certa manhã ele viu uma linda garota.
You keep out of this.,Fique fora disso.
She made up her face in 20 minutes.,Ela maquiou seu rosto em 20 minutos.
Japan ranks among the economic powers of the world.,O Japão faz parte das potências econômicas mundiais.
He doesn't know what it is to be poor.,Ele não sabe o que é ser pobre.
Am I wasting my time?,Eu estou desperdiçando meu tempo?
I'm going crazy from too much noise.,Estou ficando louco com tanto barulho.
I can't approve the plan.,Eu não posso aprovar o plano.
The police will get you to find the bullets.,A polícia vai fazer você encontrar as balas.
I was in an IAA meeting.,Eu estava numa reunião da IAA.
"I have to eat, too.",Eu tenho que comer também.
Solve the problem.,Resolva o problema.
"She believes him, whatever he says.","Ela acredita nele, não importa o que ele diga."
Tom runs very fast.,Tomás corre muito rápido.
An elephant is a very large animal.,O elefante é um animal muito grande.
It's not that I seriously like him. I just find him very attractive.,Não é que eu goste dele de verdade. Eu só o acho bastante atraente.
Spring has come early this year.,A primavera chegou cedo este ano.
You may stay here as long as you keep quiet.,Você pode ficar aqui desde que fique quieto.
Do you have a coat and a hat?,Você tem um casaco e um chapéu?
They don't seem to be Americans.,Eles não parecem ser americanos.
It is colder this year than last year.,Está mais frio este ano do que o ano passado.
I'll do it by all means.,Fá-lo-ei certamente.
He is a very fast swimmer.,Ele nada super rápido.
The boy tried to saw off the dead branch.,O menino tentou serrar o galho morto.
He is very a dangerous man.,Ele é uma pessoa muito perigosa.
There is a radio on the table.,Há um rádio na mesa.
The holiday ended all too soon.,O feriado terminou tão rapidamente.
No one gave up hope.,Ninguém perdeu a esperança.
That's for suckers.,Isso é para chupistas.
"She is pretty, and what is better, very kind.","Ela é linda, e o melhor, muito gentil."
"I worked on Sunday, so I had Monday off.","Eu trabalhei no domingo, então tive a segunda de folga."
He admitted he had taken bribes.,Ele admitiu ter recebido subornos.
All the Parisians have gone outdoors.,Todos os parisienses foram para as ruas.
"Stop, or I'll shoot.",Pare ou eu atiro.
You should know better.,Você deveria ter pensado nisso.
What did you make?,O que você fez?
Because he is dirty and wet.,Porque está sujo e molhado.
I hear it takes time to make friends with the English people.,Eu ouvi que leva algum tempo para fazer amizade com os ingleses.
My father must do the work.,Meu pai precisa executar o trabalho.
I heard the news on the radio.,Ouvi a notícia na rádio.
"The fact is, I think, very important.","O fato é, eu acho, muito importante."
A few hours nap will do you good.,Um cochilo de algumas horas vai te fazer bem.
He demanded that the savage dog be kept tied up.,Ele ordenou que o cachorro selvagem continuasse preso.
This bus can hold fifty people.,Esse ônibus comporta cinquenta pessoas.
It seems that Wataru devoted himself to his studies.,Aparentemente Wataru devotou-se para os estudos.
Does he go to work by bus?,Ele vai trabalhar de ônibus?
He raised his hand.,Ele levantou a mão.
"Whatever I do, she says I can do better.","Não importa o que eu fizer, ela diz que eu posso fazer melhor."
"Some people like baseball, others like soccer.","Alguns gostam de beisebol; outros, de futebol."
