English,Portuguese
We will let him try.,Nós o deixaremos tentar.
Do you see him often?,Você o vê com frequência?
Please say hello to him for me.,"Por favor, diga olá a ele por mim."
Let him go his own way.,Deixe-o ir como quiser.
I would like to meet him.,Gostaria de me encontrar com ele.
Can you meet him?,Pode encontrar-se com ele?
She didn't know the information till she met him.,Ela não sabia da notícia até que o encontrou.
Tell him not to be late for school.,Diga a ele para não se atrasar para a escola.
Don't oppose him.,Não se oponha a ele.
I mentioned your name to him.,Eu mencionei seu nome para ele.
Did you advise him to go to the police?,Você o aconselhou a ir até a polícia?
Give him rigid training.,Dê a ele um treinamento rígido.
We learned that he had an accident.,Descobrimos que ele sofreu um acidente.
We didn't need to ask him to resign.,Não foi preciso lhe pedirmos que se demitisse.
Why don't we ask his advice?,Por que não pedimos o conselho dele?
His explanation is by no means satisfactory.,A explicação dele não é nem um pouco satisfatória.
I urge you to tell him the truth.,Eu anseio que você conte a verdade a ele.
My attitude towards him changed.,Minha atitude em relação a ele mudou.
Tell him to wait.,Diga-lhe que espere.
I called him up.,Eu liguei para ele.
Please call him up.,"Por favor, ligue para ele."
Please ask him to call me.,Por favor peça para ele me ligar.
I hope he hasn't had an accident.,Espero que ele não tenha sofrido um acidente.
I felt sympathy for him.,Eu simpatizei com ele.
Make him feel that he is still someone important.,Faça-o sentir que ele ainda é alguém importante.
I want to get even with him for the insult.,Eu quero ficar quites com ele pelo insulto.
Grab him.,Agarre-o.
I'm crazy about him!,Estou louca com ele!
His anger is understandable.,Sua raiva é compreensível.
That nickname fits him perfectly.,Esse pseudônimo lhe cai perfeito.
His advice encouraged me to try it again.,Seu conselho me encorajou a tentar de novo.
I can't stand that attitude of his.,Eu não consigo aguentar a atitude dele.
I can hardly hear him.,Mal posso ouvi-lo.
"He stuck me with debts of 1,000,000 yen.",Ele me surpreendeu com dívidas de 1.000.000 ienes.
How old might his grandfather be?,Quantos anos deve ter seu avô?
His aunt takes care of his dog during the day.,A sua tia cuida do seu cachorro durante o dia.
His aunt looks young.,A tia dele parece jovem.
His brother is a famous soccer player.,O irmão dele é um famoso jogador de futebol.
His father doesn't play golf.,Seu pai não joga golfe.
"I can answer for his honesty, since I have known him for a long time.","Eu posso atestar por sua honestidade, uma vez que o conheço há muito tempo."
Don't laugh at him.,Não ria dele.
"The more you know about him, the more you like him.","Quanto mais você o conhece, mais passa a gostar dele."
Tell me about him.,Fale-me sobre ele.
What he did was against humanity.,O que ele fez foi contra a humanidade.
I was disappointed with his speech.,Eu fiquei desapontado com o discurso dele.
Don't let what he said get to you. He was just getting back at you for what you said.,Não deixe o que ele disse te afetar. Ele estava apenas dando o troco pelo que você dissera.
He has atrocious table manners.,Ele tem péssimas maneiras à mesa.
His designs are highly original.,Seus projetos são muito originais.
The food is very good in the dormitory where he lives.,A comida é muito boa no alojamento em que ele vive.
His foolish proposal was approved unanimously.,Sua tola proposta foi aprovada por unanimidade.
He is making good progress in playing the piano.,Ele está fazendo um bom progresso em tocar piano.
His knowledge of French is poor.,O conhecimento de francês dele é fraco.
He can do it far better than I can.,Ele pode fazer isso bem melhor do que eu.
The odds are in his favor.,As chances estão a seu favor.
He's well respected for his management skills.,Ele é muito respeitado por suas habilidades gerenciais.
He did a real snow job on my daughter.,Ele levou direitinho minha filha na conversa.
Don't call him names.,Não coloque apelidos nele.
His opinion was unimportant.,A opinião dele não era importante.
His opinion is reasonable.,Sua opinião é razoável.
He differs in opinion from her.,Ele tem uma opinião diferente da dela.
His doctor told him not to drink alcohol.,O médico dele lhe disse que não beba álcool.
His life was full of ups and downs.,Sua vida era cheia de altos e baixos.
Have you ever heard of him?,Você já ouviu falar dele?
His English is quite good.,O inglês dele é muito bom.
He has recently made remarkable progress in English.,Ele tem tido ultimamente um grande progresso em inglês.
His command of English is on a par with mine.,O domínio dele de inglês está no mesmo nível que o meu.
His help is indispensable to us.,A ajuda dele é indispensável para nós.
Don't count on his assistance.,Não conte com a ajuda dele.
His speech was too short.,O discurso dele foi muito curto.
"I could understand the first few sentences, but the rest of his speech was all Greek to me.","Consegui entender as primeiras frases, mas para mim o resto do discurso dele foi como se estivesse falando grego."
His speech made a good impression on me.,Seu discurso me passou uma boa impressão.
His wife is French.,A mulher dele é francesa.
I get scared just walking past him.,Eu fico assustado só de passar por ele.
His music is too noisy.,A música dele é barulhenta demais.
I would rather quit than work under him.,Eu prefiro me demitir a trabalhar para ele.
There is a large garden at the back of his house.,Há um jardim enorme atrás da casa dele.
"His house was sold for $10,000.",Sua casa foi vendida por $10.000.
It's all right on the part of his family.,Tudo certo do lado da família dele.
His family emigrated from their mother country to Brazil forty years ago.,Sua família imigrou da sua pátria mãe para o Brasil há 40 anos atrás.
Have you ever heard him sing?,Você já o ouviu cantar?
His company is one of the best managed companies in Japan.,A empresa dele é uma das empresas mais bem gerenciadas no Japão.
His picture got accepted.,A gravura dele foi aceita.
His pictures are very famous.,As fotos dele são bem famosas.
His school stands on a high hill.,A escola dele fica em uma grande colina.
He wiped the sweat from his forehead.,Ele limpou o suor da testa.
His face was alight with joy.,Seu rosto iluminou-se de alegria.
His face was shadowed from the light.,O rosto dele estava protegido contra a luz.
I found it difficult to please him.,Eu achei difícil agradá-lo.
I can't understand his feeling.,Eu não consigo entender os sentimentos dele.
His moods often change.,O humor dele muda frequentemente.
His loss of memory is a psychological problem rather than a physical one.,Sua perda de memória está mais para um problema psicológico do que físico.
We thought his threat was only a joke.,Pensamos que sua ameaça era apenas uma brincadeira.
His brother is more patient than he is.,Seu irmão é mais paciente que ele.
His brother has nothing but computers on his mind.,O irmão dele não tem nada além de computadores na cabeça.
His brother works for a trading company.,O irmão dele trabalha para uma empresa mercantil.
There is no choice but to agree to his plan.,"Não há outra escolha, a não ser concordar com o plano dele."
His plan ought not to be abandoned.,Seu plano não devia ser abandonado.
His dog follows him wherever he goes.,O cachorro dele o segue aonde ele for.
His dog barks at me.,O cachorro dele late para mim.
The methodology used in his study is also helpful to us in conducting our research.,A metodologia usada no seu estudo é útil também para nós na condução da nossa pesquisa.
How foolish I am to believe him!,Que tolo eu sou para acreditar nele!
No one is so foolish as to believe what he says.,Ninguém é tão tolo a ponto de acreditar no que ele diz.
Do as he tells you.,Faz como ele te diz.
What he said doesn't make sense to me.,O que ele disse não faz sentido para mim.
All what he said was right.,Tudo o que ele falou estava certo.
"Judging from what he said to me, his mind seems to be made up.","Levando em consideração o que ele me disse, parece que fizeram sua cabeça."
His words created an awkward situation.,Suas palavras criaram uma situação incômoda.
His words came to mind.,Suas palavras vieram à mente.
His words moved her to tears.,As palavras dele a levaram às lágrimas.
Don't be angry at his words.,Não fique nervoso por suas palavras.
Don't be taken in by his words.,Não se deixe atingir por suas palavras.
His words rendered me speechless.,Suas palavras me deixaram sem voz.
I don't know how to interpret his words.,Eu não sei como interpretar as palavras dele.
His words carried me back to my childhood.,As palavras dele me levaram de volta à minha infância.
His home country is Germany.,Seu país de origem é a Alemanha.
I'm behind him.,Eu estou na cola dele.
His accomplishments should be written in large letters.,As conquistas deles deveriam ser escritas em letras grandes.
His ideas are always practical.,Suas ideias são sempre práticas.
His conduct disappointed many of his friends.,Seu comportamento desapontou muitos de seus amigos.
His behavior is my primary concern.,Seu comportamento é minha preocupação primária.
Almost all approve of his actions.,Quase todos aprovaram suas ações.
His latest works are on display at the square.,Seus últimos trabalhos estão expostos na praça.
His wife accompanied him on the piano.,Sua mulher acompanhou-o no piano.
His wife was nowhere in evidence.,A mulher dele não estava à vista.
His wife is worn out after looking after the children.,A esposa dele está esgotada depois de cuidar das crianças.
His wife doesn't seem ugly to me.,Sua esposa não me parece feia.
His work hasn't come up to my expectations.,O trabalho dele não atendeu às minhas expectativas.
There is no future in his job.,Não há futuro nesse emprego.
His work shows nothing to brag about.,Não há nada no trabalho dele para se gabar.
His work is washing cars.,Seu trabalho é lavar carros.
His sister looks young.,Sua irmã parece jovem.
His childlike laugh is charming.,Sua risada infantil é encantadora.
His death brought the expedition to an end.,Sua morte pôs um fim à expedição.
His death was owing to his reckless driving.,A morte dele se deve à sua forma descuidada de dirigir.
His death was a great loss to our firm.,A morte dele foi uma grande perda para a nossa firma.
His death made all feel sorry.,A morte dele deixou todos tristes.
News of his death wasn't published for several weeks.,Notícias sobre a morte dele não foram publicadas por várias semanas.
The cause of his death still remains a mystery.,A causa da morte dele ainda continua um mistério.
Ten years have gone by since his death.,Dez anos se passaram desde a sua morte.
We cannot touch on his private affairs.,Nós não podemos nos meter nos assuntos pessoais dele.
His poetry does not translate into Japanese.,Sua poesia não se traduz para o japonês.
His teeth are yellow from smoking too much.,Seus dentes estão amarelos de tanto fumar.
His office is on the eighth floor.,Seu escritório fica no oitavo andar.
His office is going to be shut down for want of money.,Seu escritório será fechado por falta de dinheiro.
His failure taught me a good lesson.,Seu fracasso me ensinou uma boa lição.
He compared the copy with the original.,Comparou a cópia com o original.
His car is similar to mine.,Seu carro é parecido com o meu.
We are disturbing him.,Nós o atrapalhamos.
"His doctors told him that he would see, hear, and taste as before.","Seus médicos disseram que ele iria ver, escutar e sentir gostos como antes."
His hands feel rough.,Suas mãos são ásperas.
You should have replied to his letter.,Você deveria ter respondido a carta dele.
His hobby is painting pictures of flowers.,O passatempo dele é pintar quadros de flores.
"Not knowing his address, she didn't write to him.","Sem saber seu endereço, ela não lhe escreveu."
His uncle owns no fewer than ten houses.,"O tio dele tem, no mínimo, dez casas."
You can't count on his help.,Você não pode contar com a ajuda dele.
His advice was very helpful.,O seu conselho foi muito útil.
His novel is beyond my comprehension.,Seu romance está além de minha compreensão.
I cannot but accept his invitation.,Não posso senão aceitar o seu convite.
His car collided with a train.,O carro dele colidiu com um trem.
"His condition is if only, better than in the morning.",Só se pode dizer que a condição dele está um pouco melhor do que pela manhã.
His conduct was admirable.,Sua conduta foi admirável.
I wonder if anything happened to him.,Será que aconteceu alguma coisa com ele?
They were able to identify him by his wrist watch.,Eles foram capazes de identificá-lo pelo seu relógio de pulso.
How tall is he?,Qual é a sua altura?
I have access to his library.,Tenho acesso à biblioteca dele.
"Thanks to his recommendation, I was able to get a teaching job at a college in Tokyo.","Graças à sua recomendação, eu pude conseguir um emprego como professor numa faculdade em Tóquio."
His ability in mathematics is outstanding.,Sua habilidade em matemática é marcante.
"Had I known more about his character, I would not have trusted him.","Se eu soubesse mais de seu caráter, não teria confiado nele."
He owes his success to his parents.,Ele deve seu sucesso a seus pais.
His life is in my hands.,Sua vida está em minhas mãos.
His mental development was slow.,Seu desenvolvimento mental foi lento.
He has a deep voice.,Ele tem uma voz grave.
He has a loud voice.,Ele tem uma voz alta.
"If you question his sincerity, do not ask for his help.","Se você duvida da sinceridade dele, não peça sua ajuda."
Some people questioned his honesty.,Algumas pessoas questionaram a honestidade dele.
His explanation is too obscure to understand.,Sua explicação é muito confusa para entender.
His boat was washed ashore on a desert island.,Seu barco foi levado pelas águas até uma ilha deserta.
A great many people attended his funeral.,Muita gente assistiu ao seu funeral.
I feel bad about not having gone to his funeral.,Me sinto mal por não ter ido no funeral dele.
His son is eight years old.,Seu filho tem oito anos.
His son fell over the cliff.,O filho dele caiu do penhasco.
His son wants to be a lawyer.,O filho dele quer ser advogado.
He has long legs.,Ele tem pernas longas.
His sleeve touched the greasy pan.,A manga dele encostou na frigideira engordurada.
He batted .343 with 54 home runs.,"Golpeou 0,343 com 54 rebatidas."
His temperature is normal.,A temperatura dele está normal.
He has turned 180 degrees around.,Ele deu um giro de 180 graus.
His rival was discouraged by his triumph.,Seu rival desanimou pelo seu triunfo.
His term of office as governor expires next January.,Seu período de função como governador expira janeiro que vem.
His knowledge of geography is poor.,Seu conhecimento em geografia é pobre.
His brother was lost in the town.,O irmão dele se perdeu na cidade.
We should adopt his proposal.,Deveríamos aceitar sua proposta.
Do you remember his telephone number?,Você se lembra do número de telefone dele?
His anger was born of frustration.,A raiva dele nasceu da frustração.
His answer is different from mine.,A resposta dele é diferente da minha.
His colleague was transferred to an overseas branch.,Seu colega foi transferido a uma sede no exterior.
His annual income is larger than that his brother's.,O seu rendimento anual é maior do que o do seu irmão.
He is half as old again as she is.,Ele tem metade da idade dela.
The land on his farm is very fertile.,A terra em sua fazenda é muito fértil.
His invention will save hours in manufacturing our product.,A invenção dele vai poupar horas na fabricação do nosso produto.
I could not help laughing at his haircut.,Eu não consegui não rir do corte de cabelo dele.
"Judging from his expression, he is in a bad mood.","A julgar por sua expressão, ele está de mau humor."
His comment was concise and to the point.,O comentário dele foi conciso e direto ao ponto.
"If I'd known about his illness, I would've visited him in the hospital.","Eu seu soubesse da doença dele, eu teria visitado ele no hospital."
His illness resulted from drinking too much.,A doença dele é o resultado de beber demais.
The accident happened because he wasn't careful.,O acidente aconteceu porque ele não teve cuidado.
Her husband has been in prison for three years.,O marido dela está na prisão há três anos.
It seems that his father is a lawyer.,Parece que seu pai é advogado.
His father approved of his plan.,Seu pai apoiou seu plano.
I had to swallow his insult.,Tive de engolir seu insulto.
There is a lot of furniture in his room.,Em seu quarto há muitos móveis.
His clothes are always out of style.,Suas roupas estão sempre foras de moda.
His calmness is more apparent than real.,Sua calma é mais aparente que real.
He gave me a flat answer.,Ele me deu uma resposta direta.
His mother is American.,Sua mãe é norte-americana.
His mother sighed with relief.,Sua mãe suspirou de alívio.
His methods are not scientific.,Os métodos dele não são científicos.
"His wishes, it seems, have come true.","Seus desejos, ao que parece, se tornaram realidade."
His book begins with a tale of country life.,O livro dele começa com uma fábula sobre a vida no campo.
His sister is not going to America.,A irmã dele não vai para os Estados Unidos.
His dream came true.,O sonho dele tornou-se realidade.
His dream is to study chemistry in the US.,Seu sonho é estudar química nos EUA.
I can easily convince you of his innocence.,Posso te convencer facilmente da inocência dele.
I can't stand his impoliteness.,Eu não suporto sua falta de educação.
He had been living in Nagano for seven years when his daughter was born.,Ele estava vivendo em Nagano por sete anos quando sua filha nasceu.
His daughter importuned him to buy the doll.,Sua filha o importunou para que ele comprasse a boneca.
His name is well known to us.,Seu nome é bem conhecido por nós.
His name is known all over the world.,Seu nome é conhecido em todo o mundo.
He was named after his grandfather.,Ele recebeu o nome do avô.
I know what his name is.,Eu sei qual é o nome dele.
His name is on the tip of my tongue.,Eu estou com o nome dele na ponta da língua.
What is his name?,Qual é o nome dele?
"His name is Kenji, but everyone calls him Ken.","O nome dele é Kenji, mas todos o chamam de Ken."
"His name is Kenji, but we call him Ken.","O nome dele é Kenji, mas a gente o chama de Ken."
His name is known all over the country.,O nome dele é conhecido em todo o país.
His name is Tomoyuki Ogura.,Seu nome é Tomoyuki Ogura.
I know him by name.,Conheço-o pelo nome.
His is a strange name.,O nome dele é estranho.
His name is not on the list.,O nome dele não está na lista.
Do you remember his name?,Você se lembra do nome dele?
Few students knew his name.,Poucos estudantes sabiam o nome dele.
Don't you know his name?,Não sabes o nome dele?
I'm afraid for his life.,Temo por sua vida.
His life hangs on the judge's decision.,Sua vida depende da decisão do juiz.
His word is law.,Sua palavra é a lei.
We must execute his orders.,Devemos executar suas ordens.
His niece is attractive and mature for her age.,Sua sobrinha é atraente e madura para sua idade.
She felt shy in his presence.,Ela sentiu-se tímida em sua presença.
"Give him good care, and he'll get well soon.","Cuide bem dele, que ele se recuperará logo."
His eyes are blue.,Os olhos dele são azuis.
His eyes are dim with age.,Os olhos dele são turvos por causa da idade.
His objective is to pass the test.,Seu objetivo é passar no teste.
His aim is to become a professional singer.,Seu objetivo é ser um cantor profissional.
His aim is to become a doctor.,O objetivo dele é tornar-se médico.
His baseball life ended then.,Sua vida no beisebol então se encerrou.
His brave action is worthy of a medal.,Seu ato de bravura é digno de uma medalha.
Such was his courage that he feared nothing.,Tamanha era sua coragem que nada ele temia.
"His condition is, if anything, better than yesterday.","O seu estado é, quanto muito, melhor que ontem."
It doesn't matter whether he comes late or not.,Não importa se ele chega atrasado ou não.
His theory was totally impractical.,Sua teoria era totalmente inviável.
His theory deserves consideration.,A sua teoria merece consideração.
His theory is based on many facts.,A teoria dele está baseada em vários fatos.
Few people are able to understand his theories.,Poucas pessoas conseguem entender as teorias dele.
Both his parents are dead.,Tanto a mãe como o pai dele estão mortos.
His parents approve of the engagement.,Seus pais apoiaram o noivado.
"Apart from his parents, no one knows him very well.","A não ser por seus pais, ninguém o conhece muito bem."
His parents go to church every Sunday.,Os pais dele vão todos os domingos para a igreja.
What he had said proved to be a myth.,O que ele tinha dito vinha a ser um mito.
His story has some color of truth in it.,A estória dele tem algum tipo de verdade.
"His story is strange, but it's believable.","A história dele é estranha, mas dá para acreditar nela."
"Some believed his story, and others did not.","Alguns acreditaram em sua história, outros não."
He asked me why I was laughing.,Ele me perguntou por que eu estava rindo.
"He said. ""What a pretty girl she is!""","Ele disse: ""Que linda garota é ela!""."
He put the key on the desk as usual.,"Ele colocou a chave na mesa, como de costume."
He likes this guitar.,Ele gosta desse violão.
He thinks of everything in terms of money.,Ele pensa em tudo em termos de dinheiro.
He is not more than two or three years younger than I am.,Ele não é dois ou três anos mais novo que eu.
He obtained a post in the company.,Ele conseguiu um cargo na empresa.
He described the scene in detail.,Descreveu a cena em detalhes.
He was absorbed in the book.,Ele estava empolgado com o livro.
He is watching TV.,Ele está assistindo à TV.
"Everywhere he went, he taught love, patience, and most of all, non-violence.","Onde quer que ele estivesse, ensinava o amor, a paciência e, acima de tudo, a não-violência."
He's a volleyball player.,Ele é um jogador de vôlei.
He has become taller and taller.,Ele tem crescido cada vez mais.
He is no longer here.,Ele não está mais aqui.
He got an easy English book.,Ele conseguiu um livro de inglês fácil.
"Besides being a doctor, he was a very famous novelist.","Além de ser um médico, ele foi um novelista muito famoso."
He is old enough to drive a car.,Ele é velho suficiente para dirigir um carro.
He seems to be rich.,Ele parece ser rico.
He has a dog.,Ele tem um cachorro.
He believed that blacks could win their fight for equal rights without violence.,Ele acreditava que os negros poderiam vencer a luta pelos direitos igualitários sem violência.
He arrived just as I was leaving home.,Ele chegou no momento em que eu estava saindo de casa.
He asked me who I was.,Ele me perguntou quem eu era.
He declined my proposal.,Ele se recusou a minha proposta.
He acted as though we had insulted him.,Ele agiu como se tivéssemos o insultado.
He makes good use of his time.,Ele utiliza bem seu tempo.
He has a bicycle.,Ele tem uma bicicleta.
He taught his students how we were all dependent on each other.,Ele ensinou a seus estudantes como todos nós dependemos uns dos outros.
He was hit by a car.,Ele foi atropelado pelo carro.
He is busy writing a letter.,Ele está ocupado escrevendo uma carta.
He can ride a horse.,Ele sabe andar a cavalo.
He is indifferent to what others say.,Ele é indiferente ao que os outros dizem.
He studies Chinese.,Ele estuda chinês.
He keeps two cats.,Ele tem dois gatos.
He gives her everything she asks for.,Ele dá a ela tudo que ela pede.
He wants her to go away and leave him in peace.,Ele quer que ela vá embora e o deixe em paz.
He is superior to her in math.,Ele é superior a ela em matemática.
He went up Mt. Fuji.,Ele subiu o Monte Fuji.
He took off his hat.,Ele tirou seu chapéu.
He sent a message by wireless.,Ele enviou uma mensagem sem usar fios.
I wish he had been more careful when he spoke.,Queria que ele tivesse sido mais cuidadoso ao falar.
"He said to me, ""Please, do me a favor"".","Ele me disse: ""Por favor, faça-me um favor."""
"He said to himself, ""I will do it.""","Disse a si mesmo: ""Fá-lo-ei."""
He is able to speak ten languages.,Ele consegue falar dez línguas.
He made ten mistakes in as many pages.,Ele cometeu dez erros em tantas páginas.
He came to Japan when he was a boy of ten.,Ele veio ao Japão quando era um menino de dez anos.
He came home at ten.,Ele veio para casa às dez.
He was supposed to call her at ten.,Ele deveria ligar pra ela às 10.
He will be back in ten minutes.,Ele estará de volta em dez minutos.
He turned off all the lights at eleven.,Ele desligou todas as luzes às onze.
"He returned home from Europe in 1941, when the war broke out.","Ele voltou para casa da Europa em 1941, quando a guerra eclodiu."
He went to Africa in 1960 never to return.,"Ele foi para África em 1960, para nunca voltar."
They were born one month apart in 1970.,Eles nasceram com um mês de diferença em 1970.
He can swim a mile.,Ele pode nadar uma milha.
He got the first prize.,Ele ganhou o primeiro prêmio.
He will be back in a day or two.,Ele estará de volta em um dia ou dois.
He said he would run 200 kilometers in a day and he did.,Ele disse que correria 200 quilômetros num dia e correu.
He will come back in a few days.,Ele voltará em alguns dias.
A few minutes' walk brought him to the zoo.,Poucos minutos de caminhada o trouxeram ao zoológico.
He was destined never to meet her again.,Ele estava destinado a nunca a encontrar novamente.
He gave up smoking two years ago.,Ele deixou de fumar há dois anos.
He is about thirty.,Ele tem uns trinta anos.
He is in his early thirties.,Ele tem uns trinta e poucos anos.
He has worked for the welfare of his people for 30 years.,Ele trabalha pelo bem-estar do seu povo há 30 anos.
He had no intention of waiting for three hours.,Ele não tinha a intenção de esperar por três horas.
He will return within 3 hours.,Voltará dentro de 3 horas.
He is by far the wisest of the three.,Ele é de longe o mais sábio dos três.
He was underwater for three minutes.,Ele estava debaixo da água por três minutos.
He had fifty dollars.,Ele tinha 50 dólares.
He ran five miles.,Ele correu cinco milhas.
He will get back from school by five.,Ele chegará da escola por volta das cinco.
"He came to Tokyo five years ago, that is to say, when he was twelve years old.","Ele veio para Tóquio a cinco anos atrás, isto é, quando ele tinha 12 anos."
He returned from Holland in June.,Ele voltou da Holanda em junho.
Does he come home at six?,Ele volta pra casa às seis?
He achieved a throw of seventy meters.,Ele atingiu um lançamento de setenta metros.
He came to Japan seven years ago.,Ele veio para o Japão sete anos atrás.
He is over 80 kilos.,Ele pesa mais do que 80 quilos.
He can speak eight languages.,Ele sabe falar oito idiomas.
He failed to catch the 8:30 train.,Ele perdeu o trem das oito e meia.
He was supposed to be there at 8 o'clock but he didn't show up till ten.,Ele deveria estar lá às 8 horas mas não apareceu até as dez.
He came back to Japan for the first time in eight years.,Ele voltou para o Japão pela primeira vez em oito anos.
He has been studying French for eight years.,Eles está aprendendo francês por oito anos.
He is a DJ.,Ele é DJ.
He does not care for ice cream.,Sorvete não é uma preferência dele.
He visited many countries in Asia.,Ele visitou muitos países da Ásia.
He is leaving Chicago tomorrow.,Ele está deixando Chicago amanhã.
He talks as if he were rich.,Ele fala como se fosse rico.
"He looked around, but he saw no one.","Ele olhou em volta, mas não viu ninguém."
He has been to many places.,Ele esteve em vários lugares.
He travels around.,Ele viaja por aí.
Does he know what you did?,Ele sabe o que você fez?
He ate twice the amount that you ate.,Ele comeu o dobro que você.
He was extraordinarily important in your life.,Ele era extraordinariamente importante na sua vida.
He loves you very much.,Ele te ama muito.
"Young as he is, he has a large family to support.","Apesar de ser jovem, ele tem uma grande família para sustentar."
He tried to approach her by every possible means.,Ele tentou aproximar-se dela de todas as maneiras possíveis.
He lives alone in an apartment.,Ele mora sozinho num apartamento.
He was born in Africa.,Ele nasceu na África.
He would often talk about the people he had lived among while he was in Africa.,Ele costumava falar das pessoas com as quais convivia quando estava na África.
He explored the Amazon jungle.,Ele explorou a floresta amazônica.
He drinks too much.,Ele bebe demais.
He was too young to go to school.,Ele era jovem demais para ir à escola.
He was too angry to speak.,Ele estava muito nervoso para falar.
He was too busy to notice it.,Ele estava muito ocupado para perceber.
He hasn't had much education.,Ele não teve muita educação.
He couldn't run very fast.,Ele não conseguiu correr tão rápido.
"He is not much better, and there is a little hope of recovery.",Ele não está muito melhor e não há muita esperança de recuperação.
He came back from America.,Ele voltou da América.
He has been to America.,Ele esteve na América.
He is not an American but an Englishman.,Ele não é americano; é britânico.
He has access to the American Embassy.,Ele tem acesso à embaixada americana.
He was nearly run over at a crossing.,Ele quase foi atropelado num cruzamento.
He is respectable in every way.,Ele é respeitável de qualquer maneira.
He used every chance to practice English.,Ele usa todas as oportunidades para praticar inglês.
He is a genius at nitpicking.,Ele é um gênio em detalhismo.
He tried to get rid of the ants.,Ele tentou se livrar das formigas.
He is a genius in a sense.,Ele é de certo modo um gênio.
He bought eggs and milk from a farmer.,Ele comprou ovos e leite de um granjeiro.
He married Ann.,Ele casou com a Ann.
I wonder if he can live on such a small salary.,Será que ele pode viver com um salário tão pequeno?
"Since he can read such tiny print, he is far from being near-sighted.","Já que ele consegue ler uma letra tão pequena, ele está longe de ser míope."
He appears to know Ann.,Parece que ele conhece Ann.
He is a good fellow.,Ele é um bom companheiro.
"He is never discouraged, no matter what difficulty he may face.","Ele nunca desanima, não importa qual dificuldade ele deve encarar."
He is determined to go to England.,Ele está determinado a ir para a Inglaterra.
How old is he?,Quantos anos ele tem?
He took out some coins.,Ele tirou umas moedas.
He made several corrections.,Ele fez várias correções.
How many does he want?,Quantos ele quer?
He settled himself in a chair.,Ele se acomodou numa cadeira.
He told me that he was going to Italy.,Ele me disse que ia à Itália.
He will come to see us some day.,Ele virá nos ver algum dia.
When did he arrive here?,Quando ele chegou aqui?
He always treats me like a child.,Ele sempre me trata como criança.
"He never loses his curiosity; he is, as it were, an eternal youth.","Ele não perde nunca a curiosidade; é, por assim dizer, uma eterna criança."
He usually gets up at six.,Ele normalmente se acorda às seis.
He is always finding fault.,Ele está sempre encontrando falhas.
He got up at five as usual.,"Ele levantou às cinco, como de costume."
He always plays well.,Ele sempre joga bem.
He got up earlier than usual.,Ele acordou mais cedo do que de costume.
He is always late for school.,Ele está sempre atrasado para a escola.
He's always looking at you. He must love you.,Ele está sempre a te olhar. Deve te amar.
He always teaches from notes.,Ele sempre dá aula através de anotações.
He always wears heavy clothes.,Ele sempre usa roupas pesadas.
He is always happy.,Ele está sempre feliz.
He always reads a magazine.,Ele sempre lê uma revista.
He is always losing his umbrella.,Ele sempre perde seu guarda-chuva.
He is always with me.,Ele está sempre comigo.
He always puts himself first.,Ele sempre se coloca em primeiro lugar.
He's always late for class.,Ele está sempre atrasado para a aula.
He is always joking.,Sempre está brincando.
He's always complaining about the food.,Ele está sempre reclamando da comida.
He always plans a thing out carefully before he does it.,Ele sempre planeja uma coisa cuidadosamente antes de fazê-la.
He has always had a great curiosity about the world.,Ele sempre teve uma grande curiosidade sobre o planeta.
He doesn't always come late.,Ele nem sempre chega tarde.
He is not always late.,Ele não se atrasa sempre.
He is always kind to animals.,Ele é sempre gentil com os animais.
He always says the same thing.,Ele sempre diz a mesma coisa.
He is always reading.,Ele está sempre lendo.
He always takes sides with her.,Ele sempre fica do lado dela.
He is always complaining.,Está sempre a se queixar.
He is busy all the time.,Ele está sempre ocupado.
He always tells the truth.,Ele sempre diz a verdade.
He always keeps his word.,Ele sempre cumpre sua palavra.
He didn't specify when he would return.,Ele não disse quando voltaria.
He didn't so much as greet us whenever he met us.,Ele nem sequer nos cumprimentava toda a vez que nos encontrávamos.
When did he return from Osaka?,Quando ele voltou de Osaka?
He is the greatest man who has ever lived.,Ele é o maior homem que já viveu.
He still believes her words.,Ele ainda acredita nas palavras dela.
He is what is called a pedant.,Ele é o que se chama um pedante.
He is what we call a musical genius.,Ele é o que nós chamamos de gênio musical.
He is what we call a bright boy.,Ele é o que chamamos de um menino brilhante.
"He is not what is called a genius. Rather, he is a hard worker.","Ele não é o que chamamos de gênio. Melhor, ele é um bom trabalhador."
He is what we call a man of culture.,Ele é o que chamamos um homem de cultura.
He's in bed with the flu.,Ele está na cama com gripe.
He wears a wool sweater.,Ele está usando um suéter de lã.
It seems that he is telling a lie.,Parece que ele está contando uma mentira.
He has come out of his shell.,Ele saiu de sua concha.
He is an ace pitcher.,Ele é um excelente arremessador.
He conquered Mt. Everest.,Ele conquistou o Monte Everest.
He went straight to a place where good food was served.,Ele foi direto para um lugar onde boa comida era servida.
He wrapped himself in his overcoat.,Ele se cobriu com seu sobretudo.
I think he was angry.,Acho que ele estava zangado.
He was brought up by his uncle.,Ele foi criado pelo seu tio.
He is likely to come.,É provável que ele venha.
He was born in Ohio.,Ele nasceu em Ohio.
He was accompanied by his aunt.,Ele acompanhou-se de sua tia.
He took part in the Olympic Games.,Ele participou dos Jogos Olímpicos.
He is in want of money.,Ele está à procura de dinheiro.
He asked for money.,Ele pediu dinheiro.
He is in need of money.,Ele precisa de dinheiro.
