English,Portuguese
Have you ever gone to Venice?,Você já foi a Veneza?
Betty killed her.,Betty a matou.
Betty cannot keep any secret to herself for a long time.,Betty não consegue guardar nenhum segredo para si própria por muito tempo.
Betty will be able to come before noon.,Betty poderá chegar antes do meio-dia.
Betty has a sweet voice.,Betty tem uma voz meiga.
Betty can play the piano.,Betty pode tocar piano.
Betty seemed surprised at the news.,A Betty parecia surpresa com as notícias.
Betty likes classical music.,Betty gosta de música clássica.
Please make the bed.,"Arrume a cama, por favor."
Could you send someone up to make the bed?,Poderia enviar alguém pra arrumar a cama?
It is cruel of him to ill-treat pets.,É uma crueldade dele maltratar os animais de estimação.
Make your bed.,Arrume a sua cama.
He had hardly got into bed when he fell asleep.,Ele praticamente nem tinha deitado na cama quando adormeceu.
Look at a baby sleeping in the bed.,Observe uma criança dormindo em seu berço.
A boy sleeping in bed seems to be an angel.,Uma criança dormindo no berço parece um anjo.
"I'd like to change these pesos, please.","Gostaria de trocar esses pesos, por favor."
Beth was asked by her lazy boyfriend to do his history homework.,O namorado preguiçoso de Beth pediu a ela que fizesse o seu trabalho de história.
Beth described what she had seen in detail.,Beth descreveu o que vira em detalhes.
"I'm a vegetarian, so I'd rather not have meat, if that's okay.","Sou vegetariano, então eu preferiria não comer carne, se estiver tudo bem."
Beethoven was deaf in his late years.,Beethoven estava surdo em seus últimos anos de vida.
Read the bottom of the page.,Leia o rodapé da página.
Mrs. Baker had her purse stolen.,A Sra. Baker teve sua bolsa roubada.
Planning the wedding before proposing is putting the cart before the horse.,Planejar o casamento antes de fazer o pedido é colocar o carro na frente dos bois.
Fred wrote his mother a long letter.,Fred escreveu à sua mãe uma longa carta.
Fred is a lazy fellow.,Fred é um cara preguiçoso.
"Can you gift-wrap this, please?","Você pode embalar isso para presente, por favor?"
Blake loved to walk in the country round London.,"Blake gostava de passear no campo, nos arredores de Londres."
The function of the brake is to stop the car.,A função do freio é parar o carro.
The brake isn't working well.,Os freios não estão funcionando bem.
The brake stopped working.,O freio parou de funcionar.
The girl in a blue coat is my daughter.,A moça de casaco azul é minha filha.
"Bruce was terribly upset when his girlfriend left him, but he soon got over it.","Bruce estava profundamente chateado quando sua namorada o deixou, mas ele logo superou."
The President of France visited Okinawa.,O presidente da França visitou Okinawa.
Why don't you study French?,Por que você não estuda francês?
"Seeing as she can speak French fluently, she may have studied in France.","Falando um francês tão fluente assim, ela deve ter estudado na França."
It's not easy to master French at all.,Não é nada fácil dominar o francês.
French developed from Latin.,O francês desenvolveu-se a partir do latim.
French is spoken in parts of Italy as well as in France.,"O francês é falado em partes da Itália, assim como na França."
The French word 'chat' means 'cat'.,"A palavra francesa ""chat"" significa ""gato""."
"Written in French, this book is not easy to read.","Escrito em francês, este livro não é fácil de se ler."
Nobody compares with her in French.,Ninguém se compara com ela no domínio do francês.
I would like to go to France.,Gostaria de ir à França.
I'd like to know how to send money to France.,Gostaria de saber como mandar dinheiro para a França.
France is to the south of England.,A França fica ao sul da Inglaterra.
France borders Italy.,A França faz fronteira com a Itália.
What's the total population of France?,Qual é a população total da França?
"The French flag is blue, white and red.","A bandeira francesa é azul, branca e vermelha."
Do you have any French wine?,Você tem algum vinho francês?
I've been wandering around.,Tenho andado vagando por aí.
There were a good many people on the platform.,Havia muita gente na plataforma.
Set a diamond in a platinum mounting.,Engaste um brilhante em uma garra de platina.
A plastic glass is better than one made of real glass.,Um copo de plástico é melhor que um feito de vidro de verdade.
Brazil supplies the world with coffee beans of quality.,O Brasil supre o mundo com grãos de café de qualidade.
Brazil supplies us with much of our coffee.,O Brasil nos fornece boa parte do nosso café.
People in Brazil were proud of him.,As pessoas no Brasil estavam orgulhosas dele.
The capital of Brazil is Brasilia.,A capital do Brasil é Brasília.
What is the language spoken in Brazil?,Qual é a língua falada no Brasil?
I wonder what language they speak in Brazil.,Eu me pergunto que língua é falada no Brasil.
No other sport in Brazil is so popular as soccer.,Nenhum outro esporte é tão popular quanto futebol no Brasil.
My idea is that we should talk to Mr Brown.,Minha ideia é que devemos conversar com Sr. Brown.
Mr Brown is jealous of his colleague's success.,O senhor Brown tem ciúmes do sucesso dos colegas.
Mr. Brown made his son learn Chinese.,O Sr. Brown fez o seu filho aprender chinês.
Mr Brown is looking for his own glasses.,O Senhor Brown está buscando os seus óculos.
Mr Brown is our English teacher.,O senhor Brown é o nosso professor de inglês.
Mr Brown is a doctor.,O Sr. Brown é médico.
Mr Brown teaches at Harvard.,O senhor Brown ensina em Harvard.
Put me through to Mr Brown.,Ponha-me em contato com o sr. Brown.
We were all surprised at the appointment of Mr Brown as director.,Ficamos todos surpresos com a indicação do Sr. Brown para o cargo de diretor.
Brown is not so much a writer as a scholar.,"Brown não é tanto um escritor, quanto acadêmico."
I'd like you to meet Mr Brown.,Eu gostaria que você conhecesse o Sr. Brown.
Don't you know Mr. Brown?,Você não conhece o senhor Brown?
The Browns are a fine and happy family.,Os Browns são uma família boa e feliz.
Mr Brown speaks Japanese very well.,O senhor Brown fala japonês muito bem.
Mr Brown is our financial adviser.,O Sr. Brown é nosso conselheiro de finanças.
Mr Brown was sick at the time.,O senhor Brown estava doente naquele tempo.
I think he is Mr Brown.,Eu acho que ele é o Sr. Brown.
Please unbutton your blouse.,Por favor desabotoe sua blusa.
Your blouse goes beautifully with that skirt.,Sua blusa cai bem com aquela saia.
Brian regrets starting a relationship with her and wants to escape from her.,Brian se arrependeu de começar um relacionamento com ela e quer escapar dela.
Brian went to school with Kate.,Brian foi para a escola com Kate.
Brian's girlfriend often begs him to take her to luxurious restaurants.,A namorada de Brian frequentemente pede a ele para levá-la a restaurantes luxuosos.
Brian is holding Kate's hands.,Brian está segurando as mãos de Kate.
This is Brian Rock.,Este é Brian Rock.
Becoming too fat is not good for one's health.,Engordar demais não é bom para a saúde.
The rumor turned out to be false.,"Por acaso, ficou evidente que o boato era falso."
Give me a bottle of wine.,Me dê uma garrafa de vinho.
Wine is not to my taste.,Vinho não é uma de minhas preferências.
The grapes are getting mature.,As uvas estão madurando.
Football is an old game.,Futebol é um jogo antigo.
"Sorry to be so direct, but how much did you pay for this?","Desculpe-me por ser tão direto, mas quanto você pagou por isto?"
Bush followed Reagan as president.,Bush sucedeu Reagan como presidente.
There is no cure for the common cold.,Não há cura para o resfriado comum.
They were to have got married in May.,Eles deviam ter casado em maio.
I'll buy a Ford.,Eu comprarei um Ford.
There is a fork missing.,Um garfo está faltando.
I would like to purchase some boots.,Eu gostaria de comprar umas botas.
What's the capital city of Finland?,Qual é a capital da Finlândia?
There is a little water in the bottle.,Há pouca água na garrafa.
There is little milk left in the bottle.,Sobrou um pouco de leite na garrafa.
May I speak to Bill?,Eu posso falar com Bill?
Bill will return next week.,Bill estará de volta na próxima semana.
Bill is a baseball player.,Bill é um jogador de basebol.
Bill was in Japan.,Bill estava no Japão.
Bill got mad and called Dick names.,O Bill ficou zangado e xingou o Dick.
Bill dived into the river to save the drowning child.,Bill mergulhou no rio para salvar a criança que estava se afogando.
Bill took his brother to the zoo.,Bill levou seu irmão ao zoológico.
Bill was killed by an intruder.,Bill foi morto por um intruso.
"Bill will win, won't he?","Bill vai ganhar, não é?"
Bill can ride a bicycle.,Bill sabe andar de bicicleta.
Bill is nervous about the exam.,Bill está nervoso por causa do exame.
Bill made me a nice dress.,O Bill fez-me um bonito vestido.
Bill never argues with other people.,Bill nunca discute com as pessoas.
Bill lives near the sea.,Bill mora perto do mar.
Bill kept on crying for hours.,Bill chorou por horas.
Bill got up early in order that he might catch the first train.,Bill acordou cedo para poder pegar o primeiro trem.
Bill often goes to the park.,Bill vai muito ao parque.
Bill can run faster than Bob.,Bill corre mais rápido do que Bob.
Bill turned on the television.,Bill ligou a televisão.
Bill did not commit the crime.,Bill não cometeu o crime.
Bill's work is selling cars.,Bill trabalha com venda de carros.
How much is the fare to the Hilton Hotel?,Quanto é a tarifa até o hotel Hilton?
"The Hilton Hotel, please.","Ao hotel Hilton, por favor."
Bill called me last night.,Bill me ligou na noite passada.
Billy is good at sports.,Billy é bom nos esportes.
Perhaps it will rain tomorrow.,Talvez chova amanhã.
She might not know that we are here.,Ela pode não saber que estamos aqui.
Perhaps he will come.,Talvez ele venha.
She might know the answer.,Ela pode saber a resposta.
"Mrs. Hughes, this is Peter Brown.","Sr. Hughes, esse é o Peter Brown."
It looks as if it is going to rain.,Parece que vai chover.
I always think of him when I'm alone.,Sempre penso nele quando estou sozinho.
You can't lift the piano.,Você não consegue levantar o piano.
Hitler led Germany into war.,Hitler levou a Alemanha à guerra.
The explanation of each fact took a long time.,A explicação de cada fato levou um bom tempo.
I have an idea.,Tenho uma ideia.
I have a bad toothache.,Eu estou com uma bela dor de dente.
It was so dark that they could hardly see.,Estava tão escuro que eles mal podiam enxergar.
A piece of bread was not enough to satisfy his hunger.,Um pedaço de pão não foi suficiente para satisfazer sua fome.
He could not go out because of a bad storm.,Ele não pôde sair por causa de uma tempestade violenta.
You'll have a hard time.,Você vai passar um sufoco.
I had a bad stomach-ache.,Tive uma dor de estômago muito forte.
I've caught a terrible cold.,Peguei um resfriado horrível.
I'll consult a doctor as I have a bad cold.,"Vou ao médico, porque estou com um resfriado muito forte."
"Owing to a bad cold, he could not take part in the game.","Devido a um forte resfriado, ele não pôde participar da partida."
I have not got rid of my bad cold yet.,Ainda não fiquei bom do resfriado.
I have a bad headache.,Estou com uma forte dor de cabeça.
Bad weather oppressed me.,O mau tempo me deprimia.
Bad treatment fanned his dislike to hate.,Os maus tratos levaram-lhe a aversão a transformar-se em ódio.
I'd like to marry a girl who likes to play video games.,Gostaria de me casar com uma garota que gosta de jogar video games.
Sheep provide us with wool.,As ovelhas nos provêem de lã.
He was in open-mouthed amazement.,Ele ficou boquiaberto.
I hurt my elbow.,Machuquei o cotovelo.
Why don't we order pizza?,Por que não pedir pizza?
Pizza is my favorite food.,Pizza é minha comida favorita.
Can I pay with my VISA?,Posso pagar com meu cartão VISA?
Please shave my beard.,"Por favor, corte minha barba."
I cut myself shaving.,Eu me cortei fazendo a barba.
Queen Victoria was the sovereign of Great Britain.,A rainha Vitória foi a soberana da Grã-Bretanha.
The pretty girl in the bikini was an eye-opener on the beach.,A bela jovem de biquíni na praia chamava a atenção.
It's brand new.,É bem novo.
Picasso is a famous artist.,Picasso é um artista famoso.
I'd like to buy a Picasso.,Gostaria de comprar um Picasso.
Such painters as Picasso are rare.,São raros os pintores como Picasso.
"When the little boy saw the clown, the cat got his tongue.","Quando o garotinho viu o palhaço, emudeceu de admiração."
Would you like some more beer?,Você quer mais cerveja?
Could I have another glass of beer?,Eu poderia tomar outro copo de cerveja?
Wouldn't you like another glass of beer?,Você não gostaria de outro copo de cerveja?
"A beer, please.","Uma cerveja, por favor."
I'll buy you a beer.,Eu te comprarei uma cerveja.
Go easy on the beer!,Pegue leve na cerveja.
"Two beers, please.","Duas cervejas, por favor."
I don't drink much beer.,Eu não bebo muita cerveja.
"Peanut butter and jelly, please.","Manteiga de amendoim e gelatina, por favor."
The Beatles are popular among young people.,Os Beatles são populares entre os jovens.
Will you sing me a Beatles' song?,Você me canta uma música dos Beatles?
Let's go to the beach.,Vamos para a praia.
Peter talks with his parents in the United States on the phone at least once a week.,Peter fala no telefone com seus pais nos Estados Unidos ao menos uma vez por semana.
May I play the piano?,Posso tocar piano?
"A piano is expensive, but a car is more expensive.","Um piano é caro, mas um carro é mais ainda."
A piano is expensive.,Um piano é caro.
Can you play the piano?,Você sabe tocar piano?
Bread and milk are good foods.,O pão e o leite são bons alimentos.
"Bread is made from flour, water and yeast.","Pão é feito com farinha, água e levedura."
"We have lots of bread, and as for butter, we have more than enough.","Temos muito pão. Quanto à manteiga, temos mais que o suficiente."
The hamburger is a famous American dish.,O hambúrguer é um famoso prato norte-americano.
Bread has gone up ten yen in price.,O preço do pão subiu dez ienes.
Pan is a monkey that can spread butter on bread.,Pan é um macaco que sabe passar manteiga no pão.
My band name's Red Hot.,O nome de minha banda é Red Hot.
I need some bread and milk.,Preciso de pão e leite.
What time will the band start playing?,A que horas a banda começará a tocar?
Have you ever seen a panda?,Você já viu um panda?
I'd like to reserve a flight to Vancouver.,Gostaria de reservar um voo para Vancôver.
I need some hangers.,Preciso de alguns cabides.
Have you ever been to Hawaii?,Você já foi para o Havaí?
The evening in Hawaii is very beautiful.,As tardes no Havaí são muito bonitas.
The Hawaiian ocean is so beautiful.,Os oceanos havaianos são tão bonitos.
I'd like to go to Hawaii.,Gostaria de ir ao Havaí.
Tell me what you did in Hawaii.,Conta o que você fez em Havaí.
Hawaii's really the land of milk and honey.,O Havaí é realmente a terra do leite e do mel.
Halley's Comet will come back in 2061.,O cometa Halley voltará em 2061.
A ballet theater is a place in which I can study motion.,O teatro de balé é um lugar onde posso estudar o movimento.
I play volleyball a lot.,Eu jogo muito vôlei.
Do you like playing volleyball?,Você gosta de jogar vôlei?
Some of my classmates like volleyball and others enjoy tennis.,Alguns dos meus colegas gostam do vôlei e outros curtem o tênis.
Mr Balboa is so well known as to need no introduction.,Seu Balboa é tão conhecido que não requer apresentação.
All the Parisians have gone outdoors.,Todos os parisienses foram para as ruas.
The river which flows through Paris is the Seine.,O rio que corre por Paris é o Sena.
It's fifty kilometers to Paris.,São quinze quilômetros até Paris.
Have you ever been to Paris?,Você já esteve em Paris?
Paris is called the City of Lights. Many beautiful buildings are lit at night.,Paris é chamada de Cidade das Luzes. Muitos belos edifícios são iluminados à noite.
Paris is one of the largest cities in the world.,Paris é uma das maiores cidades do mundo.
Paris is the capital of France.,Paris é a capital da França.
Where is Paris?,Onde fica Paris?
I have to brush up my French before I go to Paris to study.,Tenho de refrescar o meu francês antes de ir estudar em Paris.
I'm dying to see Paris.,Eu quero muito ver Paris.
We stopped over in Athens on our way to Paris.,Parámos em Atenas a caminho de Paris.
I remember meeting him in Paris.,Eu me lembro de tê-lo encontrado em Paris.
The death toll from the hurricane climbed to 200.,O grande número de mortos pelo furacão subiu para 200.
Harry is only 40.,Harry tem apenas 40 anos.
I read an exciting story.,Eu li uma história excitante.
The roses are in bud.,As rosas estão em botão.
A rose is sweeter in the bud than full blown.,O botão de rosa é mais bonito do que a rosa desabrochada.
There is nothing I like so much as the smell of roses.,Não há nada de que eu goste tanto quanto o aroma das rosas.
Who wrote Hamlet?,Quem escreveu Hamlet?
Can you quote a line of Hamlet?,Você é capaz de citar um verso do Hamlet?
That's because the bubble vanished into thin air.,É porque a bolha desapareceu no ar.
"Where are you going, Dad?","Aonde você está indo, papai?"
Patricia will organize the tournament.,A Patrícia vai organizar o torneio.
The dove is a famous symbol for peace.,A pomba é um símbolo famoso da paz.
Do you know where Miss Hudson lives?,Você sabe onde mora a senhorita Hudson?
Professor Hudson is my father's friend.,O professor Hudson é amigo do papai.
I need a police car.,Preciso de um carro de polícia.
Pat is very talkative.,Pat é uma pessoa muito falante.
Pat's going to Jim's birthday party.,Pat vai ao aniversário de Jim.
"Go and help them, Bud.","Vá e ajude-os, Bud."
My bag was stolen.,Minha mala foi roubada.
Keep an eye on the bags.,Fique de olho nas malas.
Please open your bag.,"Por favor, abra sua bolsa."
The rear-view mirror fell off.,O espelho retrovisor caiu.
One of my bags is missing.,Está faltando uma das minhas bolsas.
"Just for the record, I totally disagree with this decision.","Apenas para registrar, eu discordo totalmente com essa decisão."
"Frankly speaking, he is wrong.","Falando francamente, ele está errado."
Get to the point!,Vá direto ao ponto!
I don't know for certain.,Eu não sei ao certo.
I guess I haven't made myself clear.,Acho que não fui claro o suficiente.
There is no sugar in the bowl.,Não tem açúcar na tigela.
A bee flew out of the window.,A abelha saiu pela janela.
Please pass me the butter.,"Por favor, me passe a manteiga."
I'd like some more butter.,Eu queria mais manteiga.
"Pass me the butter, please.","Passe-me a manteiga, por favor."
Butter and cheese are made from milk.,A manteiga e o queijo são produzidos a partir do leite.
Butter is made from milk.,A manteiga é feita a partir do leite.
"Dr. Patterson: Yes, it was horrible.","Dr. Patterson: sim, foi horrível."
It is unclear in Patterson's experiment whether the output objects fully correspond to the designed models.,Não está claro no experimento de Patterson se os objetos resultantes correspondem totalmente aos modelos projetados.
How much is the bus fare?,Quanto custa a passagem de ônibus?
The bus stop is across the street.,O ponto de ônibus fica do outro lado da rua.
The bus stop is near our school.,O ponto de ônibus é perto da nossa escola.
Where's the bus stop?,Onde é o ponto de ônibus?
The bus stop is five minutes' walk from here.,O ponto de ônibus fica a cinco minutos daqui.
There was not a long queue at the bus stop.,Não havia uma fila comprida no ponto de ônibus.
Where can I catch a bus?,Onde eu posso pegar o ônibus?
The man waiting for the bus lost his temper.,O homem que estava esperando pelo ônibus perdeu a paciência.
"Waiting for a bus, I met my friend.","Enquanto esperava o ônibus, encontrei um amigo."
"While getting off the bus, she heard her name called.","Ao descer do ônibus, ela ouviu chamarem seu nome."
The bus passed five minutes ago.,O ônibus passou há cinco minutos.
"May I see your passport, please?","Posso ver seu passaporte, por favor?"
May I see your passport?,Posso ver seu passaporte?
Someone stole my passport.,Alguém roubou o meu passaporte.
"Will you show me your passport, please?","Você pode me mostrar seu passaporte, por favor?"
May I look at your passport?,Posso ver seu passaporte?
"Show me your passport, please.","Mostre-me o passaporte, por favor."
Do you have your passport?,Tem seu passaporte?
The person whose name was on the passport was described with words.,A pessoa cujo nome estava no passaporte foi descrita com palavras.
I became very nervous when I couldn't locate my passport.,Eu fiquei muito nervoso quando não consegui achar o meu passaporte.
The bus was about to start.,O ônibus estava prestes a chegar.
The bus stopped suddenly in the middle of the street.,O ônibus parou repentinamente no meio da rua.
The buses left one after another.,Os ônibus partiam um atrás do outro.
The bus leaves every fifteen minutes.,Os ônibus saem a cada quinze minutos.
The bus will arrive within ten minutes.,O ônibus vai chegar dentro de dez minutos.
A bus driver is responsible for the safety of the passengers.,Um motorista de ônibus é responsável pela segurança de seus passageiros.
The bus drivers are on strike today.,Os motoristas de ônibus estão de greve hoje.
I left my briefcase in the bus.,Eu deixei minha pasta no ônibus.
Let's take a bus.,Vamos pegar um ônibus.
How can I get to the hospital by bus?,Como posso chegar até o hospital de ônibus?
He came by bus.,Chegou de ônibus.
How long will it take me to get there by bus?,Quanto tempo leva para chegar lá de ônibus?
Where is the bus terminal?,Onde é o terminal de ônibus?
It is interesting to play basketball.,É interessante jogar basquete.
There comes the bus.,Lá vem o ônibus.
The bus left the stop.,O ônibus deixou o ponto.
The bus broke down at one end of the bridge.,O ônibus quebrou no final da ponte.
Please remain seated until the bus stops completely.,Por favor permaneça sentado até que o ônibus pare completamente.
"How do you do, Mrs. Jones?","Como vai, Srta. Jones?"
When did you see them first?,Quando você os viu pela primeira vez?
Can I borrow your scissors?,Posso pegar sua tesoura emprestada?
"Get me the scissors, please.","Dê-me a tesoura, por favor."
Fill the bucket with water.,Encha o balde com água.
Bring me a bucket of water.,Traga-me um balde d'água.
There is little water in the bucket.,Há pouca água no balde.
Bacteria are invisible to the naked eye.,As bactérias são invisíveis a olho nu.
Don't be a fool.,Não seja estúpido.
Don't be absurd.,Não seja ridículo.
He is allergic to house dust.,Ele é alérgico a poeira.
"Will you have another slice of pie? ""Yes, please.""","Você quer outro pedaço de bolo? ""Sim, por favor."""
The pilot described the scene in detail.,O piloto descreveu a cena em detalhes.
Something is stuck in the pipe.,Alguma coisa bloqueou a canalização.
Who is the man playing the violin?,Quem é o homem tocando violino?
"No, I'm not sleepy.","Não, não estou com sono."
"Yes, you must.","Sim, você deve."
Here we are.,Aqui estamos.
"Yes, my name is Karen Smith.","Sim, o meu nome é Karen Smith."
"Are the taxis being used? ""Yes, they are.""","Os táxis estão sendo utilizados? ""Estão, sim."""
"Yes, I can.","Sim, posso."
"Yes, I am from Sapporo.","Sim, eu sou de Sapporo."
"Okay, let's go.","Certo, vamos."
"Yes, Bob helped me.","Sim, Bob me ajudou."
"Yes, I am. Are you Mr Nakano?","Sou, sim. Você é o Sr. Nakano?"
"Yes, two.","Sim, dois."
Here's $10.00.,Aqui estão $10.
What was the score at halftime?,Qual foi o resultado do primeiro tempo?
Why don't you have a party?,Por que você não faz uma festa?
How did you like the party?,Você gostou da festa?
"At the party, one of his political opponents humiliated him in the presence of many guests.","Durante a festa, um de seus adversários políticos o humilhou diante de muitos convidados."
He was still mumbling something about hospitals at the end of the party when he slipped on a piece of ice and broke his left leg.,Ele ainda estava murmurando sobre hospitais no fim da festa quando ele tropeçou num pedaço de gelo e quebrou a perna esquerda.
He was present at the party.,Ele estava presente na festa.
Don't you want to go to the party?,Você não quer ir à festa?
I would like to come to your party.,Gostaria de comparecer à sua festa.
Only six people were present at the party.,Só seis pessoas estavam presentes na festa.
Don't bring any money to the party; just bring yourself.,"Não traga nenhum dinheiro à festa, traga apenas você mesmo."
The party puts everyone in high spirits.,A festa anima todo mundo.
Who will host the party?,Quem vai dar a festa?
At the party there was food in abundance.,"Na festa, havia comida em abundância."
Everyone had a good time at the party.,Todos se divertiram na festa.
All the children sat up and behaved themselves at the party.,Todas as crianças se sentaram e se comportaram bem na festa.
I'm looking forward to the party.,Estou impaciente de ir à festa.
Please put some candles on the birthday cake.,"Por favor, coloque algumas velas no bolo de aniversário."
"Since I was thirsty, I drank water.","Desde que eu estava com sedo, bebi água."
My throat feels dry.,Estou com a garganta seca.
I'm dying of thirst.,Estou morrendo de sede.
I am thirsty. I would like to have a cup of coffee.,Estou com sede. Gostaria de uma xícara de café.
Don't come into my room without knocking.,Não entre no meu quarto sem bater à porta.
"Dr. Yukawa, the Nobel prize winner, died in 1981.","O Dr. Yukawa, ganhador de prêmio-nobel, morreu em 1981."
It's my dream to win a Nobel Prize.,É um sonho meu ganhar um Prêmio Nobel.
Mr Norton is pleasant to work with.,É prazeroso trabalhar com o Sr. Norton.
Could you let me see your notes?,Você me deixa ver suas anotações?
Get out your notebooks and pens.,Peguem seus cadernos e suas canetas.
"What are you hiding? Come on, tell me. You can't keep it from me. That's creepy.","O que você está escondendo? Vai, me diga. Você não pode esconder isso de mim. É assustador."
"Hey, come on. Don't make a face.","Ei, entra. Não faças essa cara."
Is it possible to reproduce 70 copies of your report which appeared in the November issue of The Network and distribute them to our agents?,"Seria possível fazer 70 cópias do seu relatório que foi publicado na edição de Novembro de ""The Network"" e distribuí-las para nossos agentes?"
Have you ever heard of Nessie?,Você já ouviu falar de Nessie?
It was a mouse.,Era um rato.
A rat ran across the road.,Um rato cruzou a estrada.
A mouse went for a walk on the table.,Um camundongo foi dar uma volta sobre a mesa.
Cats usually hate dogs.,Gatos normalmente odeiam cachorros.
Cats catch mice.,Gatos pegam ratos.
A cat was sitting on the chair.,Um gato estava sentado na cadeira.
Your tie is crooked.,Sua gravata está torta.
"Hey, you know what?","Ei, sabe de uma coisa?"
"Honey, will you go shopping for me?","Querido, você vai fazer as compras por mim?"
Will you marry me?,Quer casar comigo?
Wet clothes adhere to the skin.,Roupas molhadas grudam na pele.
She wiped her wet hair with a towel.,Ela secou seu cabelo molhado com uma toalha.
Bring me a moist towel.,Traga-me uma toalha úmida.
New York City policemen wear dark blue uniforms.,Os policiais de Nova York usam uniformes azul-escuros.
How large is the population of New York City?,Quão grande é a população de Nova Iorque?
How many flights to New York do you offer a day?,Quantos voos para Nova York vocês oferecem por dia?
Have you ever been to New York?,Você já esteve em Nova York?
New York is worth visiting.,Vale a pena visitar Nova York.
New York is a big city.,Nova York é uma cidade grande.
How's the weather in New York?,Como está o clima em Nova York?
The ship from New York will arrive before long.,O navio de Nova Iorque chegará em breve.
"Nick didn't pass the exam, did he?","O Nick não passou no exame, pois não?"
Nick owes me ten dollars.,Nick me deve dez dólares.
Nick is by no means satisfied with the reward.,Nick não está nem um pouco satisfeito com a recompensa.
Nick can speak Portuguese very well. That's because he's been studying it for 5 years.,Nick sabe falar português muito bem. Isso porque o vem estudando há cinco anos.
Nicole can speak Japanese very well.,Nicole fala japonês muito bem.
I like busy places.,Gosto de lugares movimentados.
No sound was to be heard.,Não havia som a ser ouvido.
He had no difficulty in finding the place.,Ele não teve dificuldades para encontrar o lugar.
What a beautiful sunrise it is!,Que belo amanhecer!
What a beautiful garden!,Que lindo jardim.
How beautiful it is!,Como é lindo!
What a mean fellow!,Que cara mau!
What a big dog that is!,Que cachorro grande aquele!
How considerate of you!,Quanta gentileza sua.
What a pity it is!,Que pena!
What should I say?,O que eu deveria dizer?
What a beautiful flower!,Que flor mais bela!
I managed to finish the work.,Consegui terminar o trabalho.
You must try and come to the party.,Você precisa tentar vir à festa.
I will finish this work somehow.,Terminarei este trabalho de qualquer maneira.
Why do I have to do that?,Por que é que eu tenho que fazer isso?
What made him change his mind?,O que lhe fez mudar de ideia?
What a fast horse that is!,"Que cavalo rápido, esse!"
What a lovely day!,Que dia bonito.
Your house is fantastic.,Sua casa é fantástica.
What a hot day it is!,Que dia mais caloroso!
How lucky we are!,Como somos sortudos!
What?,O quê?
How cold it is!,Como está frio!
How cute!,Que bonitinho!
Why am I the only one they complain about? They're just making an example out of me and using me as a scapegoat.,Por que eles só se queixam de mim? Eles só querem fazer de mim um exemplo e me usar como bode expiatório.
How unlucky I am!,Como sou azarado!
You can eat whatever you like.,Você pode comer o que quiser.
Please help yourself to whatever you like.,Sirva-se de que quiser.
How wonderful!,Que maravilha!
What divine weather!,Que clima divino!
This soup is exquisite.,Esta sopa está extraordinária.
Nancy is getting off the train.,Nancy está descendo do trem.
Nancy looks like my sister.,Nancy parece a minha irmã.
Nancy is having a chat with her friends.,Nancy está conversando com seus amigos.
Nancy is afraid of dogs.,Nancy tem medo de cachorro.
Nancy likes music.,Nancy gosta de música.
Nancy looks so tired.,A Nancy parece tão cansada.
Nancy doesn't play tennis.,Nancy não joga tênis.
Nancy told me about the fire.,Nancy me falou sobre o fogo.
Nancy is the most beautiful of the four girls.,Nancy é a mais bonita dentre as quatro garotas.
I hear that Nancy is very pretty.,Ouço dizer que Nancy é muito linda.
I know that Nancy likes music.,Eu sei que Nancy gosta de música.
"Not knowing that Nancy had left him, I put my foot in my mouth by asking Paul how she was.","Sem saber que Nancy o deixara, falei o que não devia ao perguntar a Paulo como ela estava."
"It's true that she knows a lot about cooking, but she isn't a good cook.","Certamente ela sabe muito de culinária, mas ela não é uma boa cozinheira."
"It is true she is young, but she is wise.","É verdade que ela é jovem, mas ela é sábia."
"It is true he is a learned man, but he lacks common sense.","É verdade que ele é um homem instruído, mas ele carece de senso comum."
"It is true that Mochida did his best, but he wasn't careful enough.","É verdade que Mochida fez o que estava ao seu alcance, mas não foi suficientemente cuidadoso."
"It may, indeed, be a mistake.",Pode realmente ser um erro.
I would like the least expensive one.,Eu quero o mais barato.
He was scolded by his teacher for being lazy.,Ele foi repreendido pela professora por ser preguiçoso.
"May I have a napkin, please?","Poderia me dar um guardanapo, por favor?"
"I said nothing, and that made him angry.",O fato de eu não ter dito nada o deixou zangado.
"There's nothing to do, so I may as well watch television.","Não tem nada pra fazer, então acho que vou assistir televisão."
Everything is ready.,Está tudo pronto.
Let's find something to sit on.,Vamos achar algum lugar para nos sentarmos.
Do you have anything to say?,Você tem algo a dizer?
Why did she come home early?,Por que ela voltou cedo para casa?
Why is it that she looks so sad?,Por que que ela parecia tão triste?
I cannot account for her absence from school.,Eu não posso explicar a ausência dela da escola.
Why does he look black?,Por que ele parece preto?
Why did he run away?,Por que ele fugiu?
Why do you think he said so?,Por que você acha que ele disse isso?
Why is he here?,Por que ele está aqui?
I wonder why he is so angry.,Eu me pergunto porque ele está tão bravo.
Why did you turn down his offer?,Por que você recusou a oferta dele?
Why are you so angry with him?,Por que você está tão nervoso com ele?
Why did you come to Japan?,Por que você veio ao Japão?
Why do I even care?,Por que eu ainda me importo?
Why were you late?,Por que você chegou atrasado?
Why do many people like John Lennon so much?,Por que tantas pessoas gostam tanto do John Lennon?
Why did you come early?,Por que você chegou cedo?
"Why do men behave like apes, and vice versa?",Por que homens se comportam como macacos e vice versa?
